Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,435.4M,402.1M,314.5M,483.3M,458.3M
Net Income Growth,-,-7.65%,-21.79%,53.67%,-5.17%
"Depreciation, Depletion & Amortization",86.2M,83M,81M,83.1M,97.9M
Depreciation and Depletion,49.9M,51.8M,49.5M,49.1M,48.5M
Amortization of Intangible Assets,36.3M,31.2M,31.5M,34M,49.4M
Deferred Taxes & Investment Tax Credit,(64.4M),(30.2M),(24.4M),(43.8M),(71.3M)
Deferred Taxes,(64.4M),(30.2M),(24.4M),(43.8M),(71.3M)
Investment Tax Credit,-,-,-,-,-
Other Funds,11.6M,55.5M,155.4M,6.2M,44.4M
Funds from Operations,468.8M,510.4M,526.5M,528.8M,529.3M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(11M),(22.2M),(36.2M),(40.2M),(69.8M)
Receivables,(8.6M),(6M),(1.9M),31.7M,(53.4M)
Accounts Payable,33.9M,(11M),(1.6M),40M,2.5M
Other Assets/Liabilities,(16.6M),(10.6M),(24.9M),(6.3M),42.8M
Net Operating Cash Flow,457.8M,488.2M,490.3M,488.6M,459.5M
Net Operating Cash Flow Growth,-,6.64%,0.43%,-0.35%,-5.96%
Net Operating Cash Flow / Sales,16.76%,17.11%,18.03%,17.04%,14.04%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(49.1M),(65.6M),(47.1M),(45.4M),(64M)
Capital Expenditures Growth,-,-33.60%,28.20%,3.61%,-40.97%
Capital Expenditures / Sales,-1.80%,-2.30%,-1.73%,-1.58%,-1.96%
Capital Expenditures (Fixed Assets),(49.1M),(65.6M),(47.1M),(45.4M),(64M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(376.1M),(7.6M),(12.5M),(6.5M),(923.1M)
Sale of Fixed Assets & Businesses,200K,3.3M,-,-,-
Purchase/Sale of Investments,(14.3M),-,(3M),7.6M,-
Purchase of Investments,(14.3M),-,(3M),-,-
Sale/Maturity of Investments,-,-,-,7.6M,-
Other Uses,(4.5M),(7.7M),-,-,(7M)
Other Sources,-,-,-,3.3M,-
Net Investing Cash Flow,(443.8M),(77.6M),(56.7M),(31.6M),(994.1M)
Net Investing Cash Flow Growth,-,82.51%,26.93%,44.27%,"-3,045.89%"
Net Investing Cash Flow / Sales,-16.25%,-2.72%,-2.08%,-1.10%,-30.38%
