Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,971M,1.33B,1.56B,1.83B,2.06B
Net Income Growth,-,36.87%,17.16%,17.28%,12.92%
"Depreciation, Depletion & Amortization",236M,253M,225M,278M,425M
Depreciation and Depletion,214M,228M,199M,249M,228M
Amortization of Intangible Assets,22M,25M,26M,29M,197M
Deferred Taxes & Investment Tax Credit,8M,(5M),(7M),(179M),(42M)
Deferred Taxes,8M,(5M),(7M),(179M),(42M)
Investment Tax Credit,-,-,-,-,-
Other Funds,339M,467M,416M,357M,816M
Funds from Operations,1.55B,2.04B,2.19B,2.28B,3.26B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,45M,68M,133M,193M,55M
Receivables,(39M),4M,16M,(6M),(155M)
Accounts Payable,-,12M,90M,33M,206M
Other Assets/Liabilities,74M,(23M),11M,66M,74M
Net Operating Cash Flow,1.6B,2.11B,2.32B,2.48B,3.32B
Net Operating Cash Flow Growth,-,32.08%,10.04%,6.50%,33.98%
Net Operating Cash Flow / Sales,30.89%,35.05%,34.26%,32.23%,34.42%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(230M),(124M),(155M),(137M),(125M)
Capital Expenditures Growth,-,46.09%,-25.00%,11.61%,8.76%
Capital Expenditures / Sales,-4.44%,-2.06%,-2.28%,-1.78%,-1.30%
Capital Expenditures (Fixed Assets),(230M),(124M),(155M),(137M),(125M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,(363M),(64M),-,(3.06B)
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,190M,7M,(365M),25M,(710M)
Purchase of Investments,(352M),(407M),(752M),(701M),(1.49B)
Sale/Maturity of Investments,542M,414M,387M,726M,779M
Other Uses,(45M),(142M),(318M),(272M),(232M)
Other Sources,-,-,-,-,2M
Net Investing Cash Flow,(17M),(537M),(566M),(78M),(3.97B)
Net Investing Cash Flow Growth,-,"-3,058.82%",-5.40%,86.22%,"-4,983.33%"
Net Investing Cash Flow / Sales,-0.33%,-8.91%,-8.34%,-1.02%,-41.16%
