Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,297M,255M,1.12B,(4.34B),941M
Net Income Growth,-,-14.14%,339.22%,-487.50%,121.68%
"Depreciation, Depletion & Amortization",951M,949M,922M,1.22B,1B
Depreciation and Depletion,303M,317M,321M,655M,520M
Amortization of Intangible Assets,648M,632M,601M,566M,481M
Deferred Taxes & Investment Tax Credit,(868M),189M,(342M),(908M),34M
Deferred Taxes,(868M),189M,(342M),(908M),34M
Investment Tax Credit,-,-,-,-,-
Other Funds,2.23B,2.03B,1.99B,383M,2.38B
Funds from Operations,2.61B,3.42B,3.69B,(3.64B),4.35B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,1.74B,614M,1.07B,8.55B,438M
Receivables,1.18B,(967M),(2.49B),1.15B,(1.84B)
Accounts Payable,271M,1.98B,3.95B,1.27B,2.8B
Other Assets/Liabilities,79M,68M,(8M),8.58B,405M
Net Operating Cash Flow,4.35B,4.04B,4.75B,4.9B,4.79B
Net Operating Cash Flow Growth,-,-7.11%,17.72%,3.22%,-2.32%
Net Operating Cash Flow / Sales,2.09%,1.88%,2.06%,2.06%,1.81%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(580M),(557M),(506M),(641M),(535M)
Capital Expenditures Growth,-,3.97%,9.16%,-26.68%,16.54%
Capital Expenditures / Sales,-0.28%,-0.26%,-0.22%,-0.27%,-0.20%
Capital Expenditures (Fixed Assets),(405M),(426M),(362M),(451M),(388M)
Capital Expenditures (Other Assets),(175M),(131M),(144M),(190M),(147M)
Net Assets from Acquisitions,(2.89B),(905M),(133M),(35M),(6M)
Sale of Fixed Assets & Businesses,374M,101M,37M,400M,578M
Purchase/Sale of Investments,1.47B,-,-,-,-
Purchase of Investments,-,-,-,-,-
Sale/Maturity of Investments,1.47B,-,-,-,-
Other Uses,(18M),(20M),-,(139M),(126M)
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(1.52B),(1.38B),(579M),(415M),(89M)
Net Investing Cash Flow Growth,-,9.26%,58.07%,28.32%,78.55%
Net Investing Cash Flow / Sales,-0.73%,-0.64%,-0.25%,-0.17%,-0.03%
