Item,2017,2018,2019,2020,2021
Funds from Operations,1.64B,1.89B,2.25B,2.96B,3.16B
Funds from Operations Growth,-,14.70%,19.04%,31.64%,6.97%
Changes in Working Capital,42.76M,(82.72M),18.61M,(18.84M),(165.88M)
Receivables,(30.89M),(39.89M),11.56M,14.67M,(14.22M)
Inventories,-,-,-,-,-
Accounts Payable,36.37M,30.13M,115.22M,94.11M,176.86M
Other Assets/Liabilities,37.28M,(72.96M),(108.17M),(127.62M),(328.51M)
Net Operating Cash Flow,1.69B,1.8B,2.26B,2.94B,3B
Net Operating Cash Flow Growth,-,6.89%,25.53%,29.72%,2.01%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(263.89M),(227.94M),(322.3M),(370.98M),(498.99M)
Capital Expenditures Growth,-,13.62%,-41.40%,-15.10%,-34.51%
Capital Expenditures (Fixed Assets),(263.89M),(227.94M),(322.3M),(370.98M),(498.99M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(1.19B),(121.79M),(109.81M),(1.81B),(153.24M)
Sale of Fixed Assets & Businesses,240.93M,170.07M,11.6M,917.09M,74.4M
Purchase/Sale of Investments,1.18B,(389.99M),(363.05M),(1.01B),(1.49B)
Purchase of Investments,(2.3B),(3.12B),(3.11B),(3.55B),(5.77B)
Sale/Maturity of Investments,3.49B,2.73B,2.74B,2.55B,4.28B
Other Uses,-,-,-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(29.64M),(569.65M),(783.56M),(2.27B),(2.07B)
