Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,2.14B,2.02B,1.22B,482M,1.75B
Net Income Growth,-,-5.92%,-39.51%,-60.49%,263.90%
"Depreciation, Depletion & Amortization",1.42B,1.33B,1.31B,1.09B,1.1B
Depreciation and Depletion,1.35B,1.27B,1.25B,1.05B,1.05B
Amortization of Intangible Assets,77M,59M,58M,45M,44M
Deferred Taxes & Investment Tax Credit,(1.11B),133M,212M,9M,(291M)
Deferred Taxes,(1.11B),133M,212M,9M,(291M)
Investment Tax Credit,-,-,-,-,-
Other Funds,(295M),187M,530M,1.16B,(104M)
Funds from Operations,2.16B,3.67B,3.27B,2.74B,2.46B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(402M),(439M),342M,324M,(426M)
Receivables,(370M),(342M),246M,59M,(596M)
Accounts Payable,114M,151M,139M,141M,519M
Other Assets/Liabilities,(60M),(4M),(23M),144M,(54M)
Net Operating Cash Flow,1.76B,3.23B,3.61B,3.06B,2.03B
Net Operating Cash Flow Growth,-,83.61%,11.90%,-15.15%,-33.73%
Net Operating Cash Flow / Sales,8.08%,13.84%,16.13%,17.44%,10.48%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(1.39B),(1.57B),(1.28B),(751M),(549M)
Capital Expenditures Growth,-,-13.01%,18.83%,41.14%,26.90%
Capital Expenditures / Sales,-6.40%,-6.75%,-5.70%,-4.28%,-2.84%
Capital Expenditures (Fixed Assets),(1.39B),(1.57B),(1.28B),(751M),(549M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(45M),(8M),(103M),(65M),(80M)
Sale of Fixed Assets & Businesses,30M,23M,99M,48M,928M
Purchase/Sale of Investments,-,-,-,500M,5.76B
Purchase of Investments,-,-,-,-,-
Sale/Maturity of Investments,-,-,-,500M,5.76B
Other Uses,-,(40M),(20M),(1M),(3M)
Other Sources,26M,-,-,35M,65M
Net Investing Cash Flow,(1.39B),(1.57B),(1.3B),(269M),6.05B
Net Investing Cash Flow Growth,-,-12.80%,17.14%,79.31%,"2,350.56%"
Net Investing Cash Flow / Sales,-6.40%,-6.73%,-5.81%,-1.53%,31.27%
