Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,(777M),1.57B,478M,152M,(951M)
Net Income Growth,-,301.42%,-69.46%,-68.20%,-725.66%
"Depreciation, Depletion & Amortization",1.17B,1B,1.05B,1.07B,1.06B
Depreciation and Depletion,1.14B,956M,1B,1.01B,987M
Amortization of Intangible Assets,34M,47M,45M,54M,69M
Deferred Taxes & Investment Tax Credit,672M,313M,(8M),(233M),(406M)
Deferred Taxes,672M,313M,(8M),(233M),(406M)
Investment Tax Credit,-,-,-,-,-
Other Funds,1.49B,(352M),990M,1.48B,3.57B
Funds from Operations,2.56B,2.53B,2.51B,2.47B,3.26B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(66M),(186M),(39M),290M,(1.36B)
Receivables,(177M),(206M),73M,48M,(170M)
Accounts Payable,163M,62M,(6M),(186M),(251M)
Other Assets/Liabilities,(77M),1M,(51M),389M,(577M)
Net Operating Cash Flow,2.49B,2.34B,2.47B,2.76B,1.9B
Net Operating Cash Flow Growth,-,-5.87%,5.25%,11.72%,-30.96%
Net Operating Cash Flow / Sales,23.69%,21.81%,24.20%,28.52%,17.07%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(2.18B),(2.12B),(2.41B),(1.9B),(2.12B)
Capital Expenditures Growth,-,2.57%,-13.39%,21.00%,-11.37%
Capital Expenditures / Sales,-20.72%,-19.74%,-23.60%,-19.67%,-18.99%
Capital Expenditures (Fixed Assets),(2.18B),(2.12B),(2.41B),(1.9B),(2.12B)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(625M),(66M),(192M),(395M),(775M)
Sale of Fixed Assets & Businesses,94M,2.06B,195M,722M,268M
Purchase/Sale of Investments,141M,(254M),(428M),(358M),(330M)
Purchase of Investments,(3.4B),(1.56B),(1.09B),(985M),(946M)
Sale/Maturity of Investments,3.54B,1.3B,666M,627M,616M
Other Uses,(196M),(84M),(24M),(79M),(362M)
Other Sources,73M,101M,120M,-,365M
Net Investing Cash Flow,(2.66B),(462M),(2.7B),(2B),(3B)
Net Investing Cash Flow Growth,-,82.60%,-485.28%,26.00%,-49.68%
Net Investing Cash Flow / Sales,-25.27%,-4.30%,-26.54%,-20.71%,-26.88%
