Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,1.89B,3.08B,1.51B,2.59B,1.67B
Net Income Growth,-,62.94%,-50.88%,71.16%,-35.63%
"Depreciation, Depletion & Amortization",2.44B,2.47B,3.29B,3.37B,3.43B
Depreciation and Depletion,2.38B,2.39B,3.2B,3.31B,3.37B
Amortization of Intangible Assets,59M,80M,85M,67M,59M
Deferred Taxes & Investment Tax Credit,(694M),(45M),(56M),73M,(31M)
Deferred Taxes,(694M),(45M),(56M),73M,(31M)
Investment Tax Credit,-,-,-,-,-
Other Funds,923M,(1.64B),231M,(760M),1.36B
Funds from Operations,4.55B,3.86B,4.98B,5.27B,6.42B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(876M),321M,324M,2.01B,376M
Receivables,61M,(208M),(36M),(90M),(61M)
Accounts Payable,158M,213M,342M,330M,438M
Other Assets/Liabilities,(1.03B),254M,67M,357M,(428M)
Net Operating Cash Flow,3.68B,4.18B,5.3B,7.28B,6.8B
Net Operating Cash Flow Growth,-,13.76%,26.67%,37.43%,-6.71%
Net Operating Cash Flow / Sales,3.00%,3.45%,4.33%,5.50%,4.93%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(2.81B),(2.97B),(3.13B),(2.87B),(2.61B)
Capital Expenditures Growth,-,-5.62%,-5.43%,8.41%,8.76%
Capital Expenditures / Sales,-2.29%,-2.45%,-2.56%,-2.16%,-1.90%
Capital Expenditures (Fixed Assets),(2.81B),(2.97B),(3.13B),(2.87B),(2.61B)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(16M),(241M),-,-,-
Sale of Fixed Assets & Businesses,138M,2.25B,600M,165M,153M
Purchase/Sale of Investments,-,(157M),-,-,-
Purchase of Investments,-,(392M),-,-,-
Sale/Maturity of Investments,-,235M,-,-,-
Other Uses,(20M),(75M),(83M),(114M),(150M)
Other Sources,-,-,-,-,166M
Net Investing Cash Flow,(2.71B),(1.19B),(2.61B),(2.81B),(2.61B)
Net Investing Cash Flow Growth,-,56.19%,-120.15%,-7.77%,7.21%
Net Investing Cash Flow / Sales,-2.21%,-0.98%,-2.14%,-2.12%,-1.89%
