Item,2017,2018,2019,2020,2021
Funds from Operations,1.9B,964.3M,59.1M,605.4M,1.35B
Funds from Operations Growth,-,-49.14%,-93.87%,924.37%,122.63%
Changes in Working Capital,(15.8M),891.9M,-,(59.4M),(115.2M)
Receivables,-,-,(34.3M),-,-
Inventories,-,-,-,-,-
Accounts Payable,11.3M,(32.6M),189.2M,(60.6M),(35M)
Other Assets/Liabilities,(108.8M),(21.6M),(34.2M),134.7M,(182.5M)
Net Operating Cash Flow,1.88B,1.86B,59.1M,546M,1.23B
Net Operating Cash Flow Growth,-,-1.28%,-96.82%,823.86%,125.75%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(74.9M),(106.5M),(233.7M),(103.7M),(79.3M)
Capital Expenditures Growth,-,-42.19%,-119.44%,55.63%,23.53%
Capital Expenditures (Fixed Assets),(74.9M),(106.5M),(233.7M),(103.7M),(79.3M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(14M),(86.8M),(684.2M),(3.82B),(9M)
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,346.9M,(310.9M),1.19B,850.6M,(1.86B)
Purchase of Investments,(1.4B),(869.3M),(502.4M),(2.01B),(4.81B)
Sale/Maturity of Investments,1.74B,558.4M,1.7B,2.86B,2.95B
Other Uses,(49.2M),-,-,(40.6M),-
Other Sources,-,-,-,-,63M
Net Investing Cash Flow,208.8M,242.8M,277M,(3.12B),(1.88B)
