Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,6.31B,7.26B,(2.66B),8.08B,18.68B
Net Income Growth,-,15.10%,-136.59%,404.29%,131.22%
"Depreciation, Depletion & Amortization",6.05B,6.51B,6.6B,7.25B,7.84B
Depreciation and Depletion,6.05B,6.51B,6.6B,7.25B,7.84B
Amortization of Intangible Assets,-,-,-,-,-
Deferred Taxes & Investment Tax Credit,283M,(444M),(834M),1.35B,2.09B
Deferred Taxes,283M,(444M),(834M),1.35B,2.09B
Investment Tax Credit,-,-,-,-,-
Other Funds,(340M),(1.64B),2.06B,(952M),(62M)
Funds from Operations,12.3B,11.68B,5.17B,15.73B,28.55B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,635M,(579M),(372M),1.27B,(234M)
Receivables,235M,505M,521M,(2.5B),(963M)
Accounts Payable,(52M),(378M),(249M),1.4B,901M
Other Assets/Liabilities,366M,(639M),(619M),2.53B,(134M)
Net Operating Cash Flow,12.93B,11.1B,4.8B,17B,28.31B
Net Operating Cash Flow Growth,-,-14.15%,-56.75%,253.94%,66.59%
Net Operating Cash Flow / Sales,35.56%,34.24%,25.59%,36.90%,36.03%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(6.75B),(6.64B),(4.72B),(5.32B),(10.16B)
Capital Expenditures Growth,-,1.69%,28.95%,-12.92%,-90.82%
Capital Expenditures / Sales,-18.56%,-20.47%,-25.13%,-11.56%,-12.93%
Capital Expenditures (Fixed Assets),(6.75B),(6.64B),(4.72B),(5.32B),(10.16B)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,-,(8.29B),(60M)
Sale of Fixed Assets & Businesses,1.08B,3.01B,1.32B,1.65B,3.47B
Purchase/Sale of Investments,1.74B,(2.78B),(542M),3.2B,(2.52B)
Purchase of Investments,-,(5.05B),(12.76B),(5.83B),(5.82B)
Sale/Maturity of Investments,1.74B,2.27B,12.22B,9.03B,3.31B
Other Uses,(68M),(211M),(181M),-,-
Other Sources,-,-,-,7M,-
Net Investing Cash Flow,(3.84B),(6.62B),(4.12B),(8.54B),(8.74B)
Net Investing Cash Flow Growth,-,-72.21%,37.73%,-107.33%,-2.31%
Net Investing Cash Flow / Sales,-10.57%,-20.41%,-21.96%,-18.55%,-11.12%
