Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,1.27B,2.77B,2.16B,2.01B,1.7B
Net Income Growth,-,118.55%,-22.17%,-6.91%,-15.10%
"Depreciation, Depletion & Amortization",372M,357M,335M,336M,338M
Depreciation and Depletion,226M,221M,219M,234M,238M
Amortization of Intangible Assets,146M,136M,116M,102M,100M
Deferred Taxes & Investment Tax Credit,73M,133M,(122M),97M,(74M)
Deferred Taxes,73M,133M,(122M),97M,(74M)
Investment Tax Credit,-,-,-,-,-
Other Funds,339M,(832M),82M,(1.01B),(155M)
Funds from Operations,2.05B,2.43B,2.45B,1.43B,1.81B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,47M,(372M),(448M),265M,425M
Receivables,159M,(278M),(106M),40M,(144M)
Accounts Payable,192M,88M,(311M),237M,829M
Other Assets/Liabilities,(202M),(31M),(29M),228M,148M
Net Operating Cash Flow,2.1B,2.06B,2B,1.69B,2.24B
Net Operating Cash Flow Growth,-,-2.05%,-2.58%,-15.48%,32.21%
Net Operating Cash Flow / Sales,11.78%,10.86%,10.76%,9.69%,10.85%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(326M),(263M),(243M),(312M),(344M)
Capital Expenditures Growth,-,19.33%,7.60%,-28.40%,-10.26%
Capital Expenditures / Sales,-1.83%,-1.39%,-1.31%,-1.79%,-1.67%
Capital Expenditures (Fixed Assets),(326M),(263M),(243M),(312M),(344M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(176M),(310M),-,-,(366M)
Sale of Fixed Assets & Businesses,52M,1.03B,6M,-,-
Purchase/Sale of Investments,596M,-,-,1.38B,7M
Purchase of Investments,-,-,-,-,-
Sale/Maturity of Investments,596M,-,-,1.38B,7M
Other Uses,-,(44M),-,(1M),-
Other Sources,-,-,21M,14M,-
Net Investing Cash Flow,271M,415M,(213M),1.11B,(692M)
Net Investing Cash Flow Growth,-,53.14%,-151.33%,619.25%,-162.57%
Net Investing Cash Flow / Sales,1.52%,2.19%,-1.14%,6.34%,-3.36%
