Item,2019,2020,2021,2022,2023
Net Income before Extraordinaries,1.46B,1.54B,1.8B,2.45B,1.42B
Net Income Growth,-,5.26%,16.68%,36.48%,-42.18%
"Depreciation, Depletion & Amortization",770M,812M,839M,869M,918M
Depreciation and Depletion,748M,740M,759M,787M,832M
Amortization of Intangible Assets,22M,72M,80M,82M,86M
Deferred Taxes & Investment Tax Credit,10M,70M,(36M),14M,51M
Deferred Taxes,10M,70M,(36M),14M,51M
Investment Tax Credit,-,-,-,-,-
Other Funds,144M,205M,392M,118M,297M
Funds from Operations,2.39B,2.63B,2.99B,3.46B,2.69B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,20M,(63M),1.93B,(203M),(861M)
Receivables,28M,(131M),73M,17M,(103M)
Accounts Payable,432M,47M,1.68B,(201M),(1.1B)
Other Assets/Liabilities,(268M),(84M),447M,465M,(504M)
Net Operating Cash Flow,2.41B,2.57B,4.93B,3.25B,1.82B
Net Operating Cash Flow Growth,-,6.52%,92.09%,-34.00%,-43.91%
Net Operating Cash Flow / Sales,5.62%,5.88%,10.42%,6.28%,3.94%
Item,2019,2020,2021,2022,2023
Capital Expenditures,(819M),(743M),(713M),(737M),(930M)
Capital Expenditures Growth,-,9.28%,4.04%,-3.37%,-26.19%
Capital Expenditures / Sales,-1.91%,-1.70%,-1.51%,-1.42%,-2.01%
Capital Expenditures (Fixed Assets),(819M),(743M),(713M),(737M),(930M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(787M),(145M),-,(468M),-
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,2.1B,(8M),(74M),(167M),(39M)
Purchase of Investments,-,(330M),(620M),(233M),(46M)
Sale/Maturity of Investments,2.1B,322M,546M,66M,7M
Other Uses,-,-,(1M),-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,508M,(895M),(788M),(1.37B),(962M)
Net Investing Cash Flow Growth,-,-276.18%,11.96%,-74.11%,29.88%
Net Investing Cash Flow / Sales,1.18%,-2.05%,-1.67%,-2.65%,-2.08%
