Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,2.22B,2.33B,1.99B,2.33B,3.23B
Net Income Growth,-,4.68%,-14.52%,16.93%,38.81%
"Depreciation, Depletion & Amortization",758M,822M,854M,969M,1.04B
Depreciation and Depletion,444M,463M,485M,499M,476M
Amortization of Intangible Assets,314M,359M,369M,470M,563M
Deferred Taxes & Investment Tax Credit,-,-,-,-,-
Deferred Taxes,-,-,-,-,-
Investment Tax Credit,-,-,-,-,-
Other Funds,15M,62M,111M,211M,(832M)
Funds from Operations,3B,3.21B,2.96B,3.51B,3.44B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(105M),(206M),128M,68M,(515M)
Receivables,(175M),51M,207M,(165M),(214M)
Accounts Payable,115M,(37M),(196M),370M,122M
Other Assets/Liabilities,(64M),(143M),13M,(234M),(65M)
Net Operating Cash Flow,2.89B,3.01B,3.08B,3.58B,2.92B
Net Operating Cash Flow Growth,-,3.94%,2.56%,15.96%,-18.27%
Net Operating Cash Flow / Sales,16.61%,16.36%,18.36%,19.61%,14.88%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(617M),(594M),(538M),(581M),(531M)
Capital Expenditures Growth,-,3.73%,9.43%,-7.99%,8.61%
Capital Expenditures / Sales,-3.54%,-3.23%,-3.20%,-3.19%,-2.70%
Capital Expenditures (Fixed Assets),(617M),(594M),(538M),(581M),(531M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(2.2B),(469M),(126M),(1.61B),(5.7B)
Sale of Fixed Assets & Businesses,201M,14M,-,34M,601M
Purchase/Sale of Investments,-,-,-,-,-
Purchase of Investments,-,-,-,-,-
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,(101M),(125M),(76M),-,(140M)
Other Sources,35M,39M,2M,100M,80M
Net Investing Cash Flow,(2.72B),(1.17B),(740M),(2.12B),(5.33B)
Net Investing Cash Flow Growth,-,56.84%,36.97%,-186.49%,-151.60%
Net Investing Cash Flow / Sales,-15.63%,-6.39%,-4.41%,-11.63%,-27.17%
