Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,110M,11.62B,11.21B,10.59B,11.81B
Net Income Growth,-,"10,464.55%",-3.50%,-5.56%,11.53%
"Depreciation, Depletion & Amortization",2.19B,1.9B,1.81B,1.86B,1.96B
Depreciation and Depletion,1.33B,1.12B,1.01B,931M,880M
Amortization of Intangible Assets,860M,774M,800M,931M,1.08B
Deferred Taxes & Investment Tax Credit,900M,(350M),(38M),(384M),(309M)
Deferred Taxes,900M,(350M),(38M),(384M),(309M)
Investment Tax Credit,-,-,-,-,-
Other Funds,1.12B,1.59B,1.52B,1.4B,1.49B
Funds from Operations,4.32B,14.75B,14.51B,13.47B,14.95B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,9.34B,1.08B,918M,1.98B,(1.72B)
Receivables,(488M),(333M),(904M),1.47B,232M
Accounts Payable,504M,87M,141M,(53M),(55M)
Other Assets/Liabilities,1.35B,603M,2B,717M,248M
Net Operating Cash Flow,13.67B,15.83B,15.43B,15.45B,13.23B
Net Operating Cash Flow Growth,-,15.84%,-2.56%,0.18%,-14.42%
Net Operating Cash Flow / Sales,27.70%,30.50%,31.29%,31.02%,25.65%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(834M),(909M),(770M),(692M),(477M)
Capital Expenditures Growth,-,-8.99%,15.29%,10.13%,31.07%
Capital Expenditures / Sales,-1.69%,-1.75%,-1.56%,-1.39%,-0.93%
Capital Expenditures (Fixed Assets),(834M),(909M),(770M),(692M),(477M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(3.01B),(2.18B),(327M),(7.04B),(373M)
Sale of Fixed Assets & Businesses,86M,22M,179M,28M,91M
Purchase/Sale of Investments,19.09B,17.91B,4.43B,2.47B,2.33B
Purchase of Investments,(14.55B),(2.56B),(9.4B),(9.5B),(6.26B)
Sale/Maturity of Investments,33.64B,20.48B,13.83B,11.98B,8.58B
Other Uses,(13M),(12M),(10M),(56M),(15M)
Other Sources,-,113M,51M,-,-
Net Investing Cash Flow,15.32B,14.84B,3.5B,(5.29B),1.55B
Net Investing Cash Flow Growth,-,-3.18%,-76.41%,-251.00%,129.39%
Net Investing Cash Flow / Sales,31.06%,28.59%,7.10%,-10.61%,3.01%
