Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,8.46B,10.46B,(636M),(11.94B),(4.29B)
Net Income Growth,-,23.67%,-106.08%,"-1,777.52%",64.07%
"Depreciation, Depletion & Amortization",2.05B,2.11B,2.27B,2.25B,2.14B
Depreciation and Depletion,1.81B,1.84B,1.94B,1.93B,1.86B
Amortization of Intangible Assets,240M,272M,331M,317M,284M
Deferred Taxes & Investment Tax Credit,-,-,-,-,-
Deferred Taxes,-,-,-,-,-
Investment Tax Credit,-,-,-,-,-
Other Funds,589M,464M,548M,8.62B,5.71B
Funds from Operations,11.09B,13.04B,2.18B,(1.08B),3.56B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,2.25B,2.28B,(4.63B),(17.34B),(6.98B)
Receivables,(1.4B),(2.5B),2B,2B,(1.09B)
Accounts Payable,130M,2M,1.6B,(5.36B),(3.78B)
Other Assets/Liabilities,(111M),462M,(4.36B),(2.99B),204M
Net Operating Cash Flow,13.35B,15.32B,(2.45B),(18.41B),(3.42B)
Net Operating Cash Flow Growth,-,14.81%,-115.96%,-652.66%,81.44%
Net Operating Cash Flow / Sales,14.20%,15.15%,-3.19%,-31.65%,-5.48%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(1.87B),(1.79B),(1.96B),(1.3B),(980M)
Capital Expenditures Growth,-,4.22%,-9.49%,33.55%,24.79%
Capital Expenditures / Sales,-1.99%,-1.77%,-2.56%,-2.24%,-1.57%
Capital Expenditures (Fixed Assets),(1.74B),(1.72B),(1.83B),(1.3B),(980M)
Capital Expenditures (Other Assets),(131M),(69M),(127M),-,-
Net Assets from Acquisitions,(324M),(3.23B),(455M),-,(6M)
Sale of Fixed Assets & Businesses,92M,155M,805M,296M,529M
Purchase/Sale of Investments,38M,291M,101M,(17.34B),9.78B
Purchase of Investments,(3.57B),(2.61B),(1.66B),(37.62B),(35.71B)
Sale/Maturity of Investments,3.61B,2.9B,1.76B,20.28B,45.49B
Other Uses,-,(11M),(13M),(18M),-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(2.06B),(4.59B),(1.52B),(18.37B),9.32B
Net Investing Cash Flow Growth,-,-122.84%,66.79%,"-1,105.91%",150.77%
Net Investing Cash Flow / Sales,-2.19%,-4.53%,-1.99%,-31.58%,14.97%
