Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,1.18B,2.01B,1B,1.31B,1.65B
Net Income Growth,-,70.22%,-50.10%,30.88%,25.49%
"Depreciation, Depletion & Amortization",598M,541M,379M,397M,451M
Depreciation and Depletion,487M,464M,326M,368M,431M
Amortization of Intangible Assets,111M,77M,53M,29M,20M
Deferred Taxes & Investment Tax Credit,193M,(690M),(6M),(4M),(9M)
Deferred Taxes,193M,(690M),(6M),(4M),(9M)
Investment Tax Credit,-,-,-,-,-
Other Funds,101M,5M,219M,63M,209M
Funds from Operations,2.07B,1.87B,1.6B,1.77B,2.3B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,39M,(107M),118M,(144M),(643M)
Receivables,87M,204M,(127M),(42M),(374M)
Accounts Payable,65M,(268M),394M,(14M),228M
Other Assets/Liabilities,(12M),42M,1M,(44M),(80M)
Net Operating Cash Flow,2.11B,1.76B,1.71B,1.63B,1.66B
Net Operating Cash Flow Growth,-,-16.66%,-2.67%,-5.13%,1.91%
Net Operating Cash Flow / Sales,18.89%,16.95%,16.31%,15.22%,14.21%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(366M),(602M),(585M),(498M),(381M)
Capital Expenditures Growth,-,-64.48%,2.82%,14.87%,23.49%
Capital Expenditures / Sales,-3.27%,-5.79%,-5.57%,-4.66%,-3.27%
Capital Expenditures (Fixed Assets),(366M),(602M),(585M),(498M),(381M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,-,-,-
Sale of Fixed Assets & Businesses,71M,144M,1M,4M,-
Purchase/Sale of Investments,(1.28B),1.28B,(51M),28M,29M
Purchase of Investments,(1.28B),(18M),(58M),(4M),(18M)
Sale/Maturity of Investments,-,1.29B,7M,32M,47M
Other Uses,(14M),-,-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(1.59B),846M,(635M),(466M),(352M)
Net Investing Cash Flow Growth,-,153.27%,-175.06%,26.61%,24.46%
Net Investing Cash Flow / Sales,-14.20%,8.14%,-6.04%,-4.36%,-3.02%
