Item,2017,2018,2019,2020,2021
Funds from Operations,1.04B,1.43B,1.42B,1.04B,958M
Funds from Operations Growth,-,37.57%,-0.70%,-26.45%,-8.15%
Extraordinaries,-,-,-,-,-
Changes in Working Capital,65M,188M,(328M),(115M),(324M)
Net Operating Cash Flow,1.1B,1.62B,1.09B,928M,634M
Net Operating Cash Flow Growth,-,46.51%,-32.55%,-14.86%,-31.68%
Net Operating Cash Flow / Interest Income,50.55%,61.70%,38.83%,44.34%,33.35%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(69M),(90M),(86M),(79M),(70M)
Capital Expenditures (Fixed Assets),(69M),(90M),(86M),(79M),(70M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,-,-,-
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,103M,13M,(96M),(2.45B),(2.39B)
Purchase of Investments,(3.11B),(3.03B),(3.35B),(5.8B),(7.94B)
Sale/Maturity of Investments,3.22B,3.05B,3.25B,3.36B,5.54B
Increase in Loans,(175M),(1.05B),(324M),(2.14B),-
Decrease in Loans,-,-,-,-,4.07B
Other Uses,-,(2M),-,-,(13M)
Other Sources,3M,9M,12M,21M,16M
Net Investing Cash Flow,(138M),(1.16B),(494M),(4.6B),1.72B
Net Investing Cash Flow Growth,-,-737.68%,57.27%,-831.58%,137.44%
Net Investing Cash Flow / Interest Income,-6.32%,-44.14%,-17.60%,-219.88%,90.64%
