Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,267.09M,352.79M,372.94M,399.59M,396.92M
Net Income Growth,-,32.09%,5.71%,7.15%,-0.67%
"Depreciation, Depletion & Amortization",57.29M,60.46M,100.8M,107.32M,129.72M
Depreciation and Depletion,32.59M,35.36M,75.4M,84.07M,67.33M
Amortization of Intangible Assets,24.7M,25.1M,25.4M,23.26M,62.38M
Deferred Taxes & Investment Tax Credit,(1.91M),(2.28M),10.63M,(4.6M),(8.72M)
Deferred Taxes,(1.91M),(2.28M),10.63M,(4.6M),(8.72M)
Investment Tax Credit,-,-,-,-,-
Other Funds,31.66M,32.6M,53.25M,45.07M,120.28M
Funds from Operations,354.12M,443.57M,537.61M,547.38M,638.19M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,31.55M,(16.44M),1.57M,50.6M,(51.29M)
Receivables,(8.42M),10.21M,(8.61M),3.65M,(32.98M)
Accounts Payable,12.08M,(2.29M),12.43M,2.07M,12.82M
Other Assets/Liabilities,(5.5M),(3.37M),5.53M,(3.23M),(26.37M)
Net Operating Cash Flow,385.67M,427.14M,539.18M,597.98M,586.91M
Net Operating Cash Flow Growth,-,10.75%,26.23%,10.90%,-1.85%
Net Operating Cash Flow / Sales,28.56%,29.76%,36.09%,37.57%,31.83%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(33.52M),(59.37M),(77.64M),(61.33M),(51.16M)
Capital Expenditures Growth,-,-77.12%,-30.78%,21.02%,16.58%
Capital Expenditures / Sales,-2.48%,-4.14%,-5.20%,-3.85%,-2.77%
Capital Expenditures (Fixed Assets),(33.52M),(59.37M),(77.64M),(61.33M),(51.16M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(15M),-,-,(58.06M),(1.98B)
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,(11K),3.27M,4.01M,(16.61M),(878K)
Purchase of Investments,(12.47M),(11.14M),(2.74M),(18.79M),(878K)
Sale/Maturity of Investments,12.46M,14.41M,6.75M,2.18M,-
Other Uses,-,-,-,-,-
Other Sources,1.72M,-,-,-,-
Net Investing Cash Flow,(48.53M),(56.1M),(73.63M),(135.99M),(2.03B)
Net Investing Cash Flow Growth,-,-15.60%,-31.25%,-84.69%,"-1,395.44%"
Net Investing Cash Flow / Sales,-3.59%,-3.91%,-4.93%,-8.55%,-110.29%
