Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,4.92B,5.65B,3.73B,(2.93B),4.15B
Net Income Growth,-,14.92%,-34.01%,-178.48%,241.56%
"Depreciation, Depletion & Amortization",2.14B,2.43B,2.71B,4.16B,4.56B
Depreciation and Depletion,1.31B,1.46B,1.19B,1.77B,1.83B
Amortization of Intangible Assets,834M,976M,1.52B,2.39B,2.73B
Deferred Taxes & Investment Tax Credit,62M,735M,38M,(99M),(88M)
Deferred Taxes,62M,735M,38M,(99M),(88M)
Investment Tax Credit,-,-,-,-,-
Other Funds,192M,(548M),2.76B,2.37B,(394M)
Funds from Operations,7.31B,8.27B,9.24B,3.5B,8.22B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(1.68B),(1.95B),(358M),105M,(1.15B)
Receivables,(448M),(3.03B),(591M),1.38B,(2.16B)
Accounts Payable,1.57B,2.45B,1.11B,(1.67B),917M
Other Assets/Liabilities,(1.73B),(831M),389M,(22M),(65M)
Net Operating Cash Flow,5.63B,6.32B,8.88B,3.61B,7.07B
Net Operating Cash Flow Growth,-,12.27%,40.51%,-59.41%,96.09%
Net Operating Cash Flow / Sales,9.42%,9.51%,19.57%,6.36%,10.99%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(3.59B),(3.29B),(3.01B),(2.25B),(2.55B)
Capital Expenditures Growth,-,8.38%,8.63%,25.25%,-13.62%
Capital Expenditures / Sales,-6.01%,-4.95%,-6.62%,-3.97%,-3.97%
Capital Expenditures (Fixed Assets),(2.01B),(1.9B),(1.87B),(1.8B),(2.13B)
Capital Expenditures (Other Assets),(1.58B),(1.39B),(1.14B),(452M),(419M)
Net Assets from Acquisitions,(231M),(15.4B),(9M),(419M),(1.09B)
Sale of Fixed Assets & Businesses,70M,1.11B,134M,5.76B,1.88B
Purchase/Sale of Investments,596M,-,-,-,-
Purchase of Investments,-,-,-,-,-
Sale/Maturity of Investments,596M,-,-,-,-
Other Uses,(317M),(139M),(681M),(364M),(16M)
Other Sources,-,-,2.47B,17.21B,71M
Net Investing Cash Flow,(3.02B),(16.97B),(3.09B),3.1B,(1.36B)
Net Investing Cash Flow Growth,-,-462.21%,81.78%,200.32%,-143.97%
Net Investing Cash Flow / Sales,-5.05%,-25.53%,-6.81%,5.47%,-2.12%
