Item,2022,2021,2020,2019,2018
Funds from Operations,8.37B,8.01B,6.79B,6.36B,3.53B
Funds from Operations Growth,-,-4.22%,-15.32%,-6.26%,-44.44%
Extraordinaries,-,-,-,-,-
Net Operating Cash Flow,11.53B,12.83B,11.51B,13.93B,9.53B
Net Operating Cash Flow Growth,-,11.22%,-10.28%,21.00%,-31.59%
Item,2022,2021,2020,2019,2018
Capital Expenditures,-,-,-,-,-
Capital Expenditures Growth,-,-,-,-,-
Capital Expenditures (Fixed Assets),-,-,-,-,-
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(35M),-,(1.68B),(32M),-
Sale of Fixed Assets & Businesses,590M,3.27B,-,-,-
Purchase/Sale of Investments,122M,(9.87B),(14.52B),(11.77B),1.97B
Purchase of Investments,-,-,-,-,-
Sale/Maturity of Investments,-,-,-,-,-
Increase in Loans,-,-,-,-,-
Decrease in Loans,-,-,-,-,-
Other Uses,(7.82B),(8.04B),(18.9B),(21.53B),(21.3B)
Other Sources,4.52B,3.45B,16.54B,15.75B,13.7B
Net Investing Cash Flow,(2.62B),(11.19B),(18.57B),(17.59B),(5.63B)
Net Investing Cash Flow Growth,-,-326.98%,-65.99%,5.29%,67.96%
