Item,2017,2018,2019,2020,2021
Funds from Operations,582M,786M,846M,656M,1.24B
Funds from Operations Growth,-,35.05%,7.63%,-22.46%,89.18%
Extraordinaries,-,-,-,-,-
Net Operating Cash Flow,1.05B,1.18B,1.21B,1.49B,1.98B
Net Operating Cash Flow Growth,-,12.26%,2.29%,23.43%,32.86%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(16M),(20M),(24M),(20M),(15M)
Capital Expenditures Growth,-,-25.00%,-20.00%,16.67%,25.00%
Capital Expenditures (Fixed Assets),(16M),(20M),(24M),(20M),(15M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,-,-,-
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,(533M),(423M),(650M),(525M),(1.08B)
Purchase of Investments,(2.25B),(1.99B),(2.2B),(2.13B),(2.7B)
Sale/Maturity of Investments,1.72B,1.57B,1.55B,1.61B,1.62B
Increase in Loans,-,-,-,-,-
Decrease in Loans,-,-,-,-,-
Other Uses,(32M),(33M),(34M),(50M),-
Other Sources,23M,25M,29M,35M,37M
Net Investing Cash Flow,(558M),(451M),(679M),(560M),(1.06B)
Net Investing Cash Flow Growth,-,19.18%,-50.55%,17.53%,-88.75%
