Item,2017,2018,2019,2020,2021
Funds from Operations,4.42B,3.09B,3.27B,5.12B,3.96B
Funds from Operations Growth,-,-30.05%,5.76%,56.62%,-22.58%
Extraordinaries,-,-,-,-,-
Net Operating Cash Flow,6.13B,6.01B,5.46B,5.96B,5.05B
Net Operating Cash Flow Growth,-,-1.86%,-9.29%,9.22%,-15.22%
Item,2017,2018,2019,2020,2021
Capital Expenditures,-,-,-,-,-
Capital Expenditures Growth,-,-,-,-,-
Capital Expenditures (Fixed Assets),-,-,-,-,-
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,-,-,-
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,(5.16B),(4.11B),(3.97B),(3.33B),(3.93B)
Purchase of Investments,(13.26B),(15.03B),(12.34B),(9.38B),(12.45B)
Sale/Maturity of Investments,8.1B,10.92B,8.37B,6.05B,8.52B
Increase in Loans,-,-,-,-,-
Decrease in Loans,-,-,-,-,-
Other Uses,(273M),-,-,(1.29B),-
Other Sources,-,524M,803M,-,1.55B
Net Investing Cash Flow,(5.43B),(3.58B),(3.17B),(4.62B),(2.38B)
Net Investing Cash Flow Growth,-,34.05%,11.47%,-45.66%,48.52%
