Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,6.24M,51.99M,(27.46M),130.7M,476.92M
Net Income Growth,-,733.26%,-152.82%,575.95%,264.91%
"Depreciation, Depletion & Amortization",86.74M,87.41M,77.82M,80.82M,122.53M
Depreciation and Depletion,28.01M,29.35M,26.68M,24.71M,63.37M
Amortization of Intangible Assets,58.73M,58.06M,51.15M,56.1M,59.17M
Deferred Taxes & Investment Tax Credit,(28.29M),(56.56M),1.71M,(24.64M),(158.11M)
Deferred Taxes,(28.29M),(56.56M),1.71M,(24.64M),(158.11M)
Investment Tax Credit,-,-,-,-,-
Other Funds,78.34M,83.47M,82.25M,150.67M,107.08M
Funds from Operations,143.03M,166.31M,134.32M,337.54M,548.43M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(8.44M),81.44M,150.82M,(92.62M),(172.49M)
Receivables,12.83M,20.4M,29.45M,(32.37M),(119.42M)
Accounts Payable,20.32M,5.25M,16.2M,(5.14M),25.1M
Other Assets/Liabilities,(5.94M),52.46M,117.04M,(38.79M),(108.93M)
Net Operating Cash Flow,134.59M,247.75M,285.15M,244.92M,375.94M
Net Operating Cash Flow Growth,-,84.08%,15.09%,-14.11%,53.50%
Net Operating Cash Flow / Sales,11.56%,19.94%,22.72%,16.79%,20.80%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(25.44M),(39.04M),(64.41M),(31.25M),(25.26M)
Capital Expenditures Growth,-,-53.44%,-64.98%,51.49%,19.15%
Capital Expenditures / Sales,-2.18%,-3.14%,-5.13%,-2.14%,-1.40%
Capital Expenditures (Fixed Assets),(25.44M),(36.04M),(64.41M),(20.2M),(24.71M)
Capital Expenditures (Other Assets),-,(3M),-,(11.05M),(550K)
Net Assets from Acquisitions,(4.96M),(3M),(86.74M),(483.48M),(718.03M)
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,14.28M,(7.17M),(8.55M),(1.83M),54.47M
Purchase of Investments,(19.73M),(25.31M),(40.53M),(33.87M),(11.56M)
Sale/Maturity of Investments,34M,18.14M,31.98M,32.04M,66.03M
Other Uses,-,-,-,(9.42M),-
Other Sources,644K,-,-,-,-
Net Investing Cash Flow,(16.13M),(49.21M),(150.02M),(525.97M),(687.86M)
Net Investing Cash Flow Growth,-,-205.15%,-204.85%,-250.59%,-30.78%
Net Investing Cash Flow / Sales,-1.38%,-3.96%,-11.95%,-36.06%,-38.06%
