Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,330M,8.08B,6.67B,6.32B,9.95B
Net Income Growth,-,"2,346.97%",-17.44%,-5.19%,57.33%
"Depreciation, Depletion & Amortization",12.26B,13.67B,14.12B,12.82B,12.05B
Depreciation and Depletion,-,-,-,-,-
Amortization of Intangible Assets,-,-,-,-,-
Deferred Taxes & Investment Tax Credit,10.88B,(112M),(133M),925M,2.21B
Deferred Taxes,10.88B,(112M),(133M),925M,2.21B
Investment Tax Credit,-,-,-,-,-
Other Funds,(2.66B),(3.32B),(969M),(889M),(2.98B)
Funds from Operations,20.81B,18.31B,19.68B,19.17B,21.23B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(3.48B),(3.05B),(4.66B),(2.5B),(6.05B)
Receivables,(697M),(2.11B),100M,1.4B,3.35B
Accounts Payable,(362M),(537M),(492M),42M,(1.17B)
Other Assets/Liabilities,(623M),(1.46B),(2.15B),(1.98B),(4.1B)
Net Operating Cash Flow,17.33B,15.26B,15.02B,16.67B,15.19B
Net Operating Cash Flow Growth,-,-11.96%,-1.54%,10.98%,-8.89%
Net Operating Cash Flow / Sales,11.90%,10.37%,10.95%,13.61%,11.96%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(27.63B),(25.5B),(24B),(20.53B),(22.11B)
Capital Expenditures Growth,-,7.73%,5.89%,14.43%,-7.69%
Capital Expenditures / Sales,-18.98%,-17.34%,-17.49%,-16.76%,-17.41%
Capital Expenditures (Fixed Assets),(27.63B),(25.5B),(24B),(20.53B),(22.11B)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(41M),-,-,-,-
Sale of Fixed Assets & Businesses,6.67B,10.86B,13.3B,13.4B,14.39B
Purchase/Sale of Investments,3.5B,2.29B,2.19B,(4.26B),385M
Purchase of Investments,(5.5B),(2.82B),(4.08B),(16.2B),(8.96B)
Sale/Maturity of Investments,9.01B,5.11B,6.27B,11.94B,9.35B
Other Uses,(22.83B),(25.67B),(24.54B),(30.16B),(33.64B)
Other Sources,174M,-,-,-,-
Net Investing Cash Flow,(27.57B),(20.76B),(10.9B),(21.83B),(16.36B)
Net Investing Cash Flow Growth,-,24.70%,47.51%,-100.26%,25.07%
Net Investing Cash Flow / Sales,-18.94%,-14.12%,-7.94%,-17.82%,-12.88%
