Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,176.25M,176.55M,350.16M,355.77M,652.98M
Net Income Growth,-,0.17%,98.33%,1.60%,83.54%
"Depreciation, Depletion & Amortization",163.35M,201.98M,376.73M,423.07M,254.66M
Depreciation and Depletion,163.35M,201.98M,376.73M,423.07M,254.66M
Amortization of Intangible Assets,-,-,-,-,-
Deferred Taxes & Investment Tax Credit,(18.03M),10.59M,29.96M,108.35M,(12.36M)
Deferred Taxes,(18.03M),10.59M,29.96M,108.35M,(12.36M)
Investment Tax Credit,-,-,-,-,-
Other Funds,78.6M,128.36M,96.24M,115.31M,189.37M
Funds from Operations,400.17M,517.48M,853.09M,1B,1.08B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,68.05M,104.08M,20.1M,(173.49M),404.59M
Receivables,(140K),(8.3M),(2.63M),3.01M,(1.69M)
Accounts Payable,10.91M,32.08M,(973K),(3.86M),21.44M
Other Assets/Liabilities,23.95M,30.79M,(20.07M),(254.53M),424.79M
Net Operating Cash Flow,468.22M,621.55M,873.19M,829M,1.49B
Net Operating Cash Flow Growth,-,32.75%,40.49%,-5.06%,79.64%
Net Operating Cash Flow / Sales,10.46%,12.78%,15.63%,13.85%,19.73%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(216.78M),(287.39M),(333.91M),(373.35M),(442.48M)
Capital Expenditures Growth,-,-32.57%,-16.19%,-11.81%,-18.51%
Capital Expenditures / Sales,-4.84%,-5.91%,-5.98%,-6.24%,-5.86%
Capital Expenditures (Fixed Assets),(216.78M),(287.39M),(333.91M),(373.35M),(442.48M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,-,-,-
Sale of Fixed Assets & Businesses,-,-,-,-,4.04M
Purchase/Sale of Investments,130.2M,(100.19M),41.94M,(59.37M),(83.6M)
Purchase of Investments,(199.8M),(485.19M),(448.75M),(478.44M),(429.35M)
Sale/Maturity of Investments,330M,385M,490.69M,419.08M,345.75M
Other Uses,-,-,-,-,-
Other Sources,26K,-,-,-,-
Net Investing Cash Flow,(86.58M),(387.58M),(291.97M),(432.72M),(522.04M)
Net Investing Cash Flow Growth,-,-347.66%,24.67%,-48.20%,-20.64%
Net Investing Cash Flow / Sales,-1.93%,-7.97%,-5.23%,-7.23%,-6.92%
