Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,(74M),642M,470M,261M,258M
Net Income Growth,-,967.57%,-26.79%,-44.47%,-1.15%
"Depreciation, Depletion & Amortization",551M,576M,536M,338M,270M
Depreciation and Depletion,480M,495M,478M,298M,234M
Amortization of Intangible Assets,71M,81M,58M,40M,36M
Deferred Taxes & Investment Tax Credit,434M,31M,(19M),2M,38M
Deferred Taxes,434M,31M,(19M),2M,38M
Investment Tax Credit,-,-,-,-,-
Other Funds,767M,274M,815M,327M,324M
Funds from Operations,1.68B,1.52B,1.8B,928M,890M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(1.72B),(1.31B),(1.34B),(919M),(441M)
Receivables,(915M),(1.14B),(977M),(238M),(337M)
Accounts Payable,62M,339M,(1M),(381M),144M
Other Assets/Liabilities,(533M),(343M),(316M),(255M),(121M)
Net Operating Cash Flow,(39M),217M,461M,9M,449M
Net Operating Cash Flow Growth,-,656.41%,112.44%,-98.05%,"4,888.89%"
Net Operating Cash Flow / Sales,-0.30%,1.55%,6.49%,0.17%,9.03%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(605M),(768M),(641M),(267M),(199M)
Capital Expenditures Growth,-,-26.94%,16.54%,58.35%,25.47%
Capital Expenditures / Sales,-4.67%,-5.48%,-9.03%,-5.08%,-4.00%
Capital Expenditures (Fixed Assets),(596M),(768M),(641M),(267M),(199M)
Capital Expenditures (Other Assets),(9M),-,-,-,-
Net Assets from Acquisitions,-,-,-,-,-
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,890M,9M,73M,-,6M
Purchase of Investments,-,-,-,-,-
Sale/Maturity of Investments,890M,9M,73M,-,6M
Other Uses,-,(1M),(2M),-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,1.32B,565M,528M,271M,107M
Net Investing Cash Flow Growth,-,-57.20%,-6.55%,-48.67%,-60.52%
Net Investing Cash Flow / Sales,10.18%,4.03%,7.44%,5.15%,2.15%
