Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,820.68M,993M,1.11B,1.41B,1.38B
Net Income Growth,-,21.00%,11.56%,27.24%,-2.28%
"Depreciation, Depletion & Amortization",48.89M,56.98M,64.81M,60.97M,54.26M
Depreciation and Depletion,36.99M,45.08M,-,53.27M,49.86M
Amortization of Intangible Assets,11.9M,11.9M,-,7.7M,4.4M
Deferred Taxes & Investment Tax Credit,67.94M,(510K),1.26M,(156.87M),16.43M
Deferred Taxes,67.94M,(510K),1.26M,(156.87M),16.43M
Investment Tax Credit,-,-,-,-,-
Other Funds,51.12M,56.33M,63.1M,78.64M,69.47M
Funds from Operations,988.62M,1.11B,1.24B,1.39B,1.52B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(890K),56.08M,(123.25M),(28.17M),(361.9M)
Receivables,141.54M,(38.41M),(59.94M),(119.67M),(254.23M)
Accounts Payable,29.58M,9.85M,28.83M,18.7M,114.3M
Other Assets/Liabilities,(92.51M),73.59M,(30.18M),(15.3M),(62.43M)
Net Operating Cash Flow,987.73M,1.16B,1.11B,1.36B,1.16B
Net Operating Cash Flow Growth,-,17.63%,-4.14%,22.48%,-15.28%
Net Operating Cash Flow / Sales,29.32%,30.52%,26.51%,29.66%,20.86%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(94.33M),(86.74M),(111.66M),(93.7M),(68.81M)
Capital Expenditures Growth,-,8.04%,-28.73%,16.09%,26.56%
Capital Expenditures / Sales,-2.80%,-2.28%,-2.66%,-2.04%,-1.24%
Capital Expenditures (Fixed Assets),(83.44M),(61.94M),(101.66M),(48.72M),(43.87M)
Capital Expenditures (Other Assets),(10.89M),(24.8M),(10M),(44.97M),(24.94M)
Net Assets from Acquisitions,-,-,-,-,-
Sale of Fixed Assets & Businesses,1.42M,4.3M,1.24M,993K,1.33M
Purchase/Sale of Investments,(438.63M),355.4M,(216.3M),(379.79M),(924.54M)
Purchase of Investments,(971.81M),(826.08M),(1.07B),(1.3B),(2.41B)
Sale/Maturity of Investments,533.18M,1.18B,851.44M,920.2M,1.49B
Other Uses,-,-,-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(531.54M),272.96M,(326.72M),(472.49M),(992.02M)
Net Investing Cash Flow Growth,-,151.35%,-219.70%,-44.61%,-109.96%
Net Investing Cash Flow / Sales,-15.78%,7.17%,-7.78%,-10.27%,-17.90%
