Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,4.64B,5.46B,5.36B,89M,6.2B
Net Income Growth,-,17.57%,-1.76%,-98.34%,"6,867.42%"
"Depreciation, Depletion & Amortization",1.29B,1.43B,1.4B,1.48B,2.05B
Depreciation and Depletion,233M,226M,255M,288M,329M
Amortization of Intangible Assets,1.05B,1.2B,1.15B,1.19B,1.72B
Deferred Taxes & Investment Tax Credit,(82M),289M,(2.1B),(214M),(116M)
Deferred Taxes,(82M),289M,(2.1B),(214M),(116M)
Investment Tax Credit,-,-,-,-,-
Other Funds,942M,2.16B,5.27B,8.45B,2.76B
Funds from Operations,6.79B,9.34B,9.94B,9.81B,10.9B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,5.11B,(939M),(798M),(1.64B),489M
Receivables,754M,480M,(218M),(1.17B),313M
Accounts Payable,(430M),(39M),(61M),80M,(118M)
Other Assets/Liabilities,358M,903M,(307M),(214M),(42M)
Net Operating Cash Flow,11.9B,8.4B,9.14B,8.17B,11.38B
Net Operating Cash Flow Growth,-,-29.40%,8.86%,-10.67%,39.37%
Net Operating Cash Flow / Sales,45.53%,37.81%,40.96%,33.15%,41.59%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(590M),(924M),(825M),(650M),(579M)
Capital Expenditures Growth,-,-56.61%,10.71%,21.21%,10.92%
Capital Expenditures / Sales,-2.26%,-4.16%,-3.70%,-2.64%,-2.12%
Capital Expenditures (Fixed Assets),(590M),(924M),(825M),(650M),(579M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(10.43B),-,-,(25.74B),(1.4B)
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,(5.05B),15.28B,(2.31B),11.95B,(987M)
Purchase of Investments,(23.31B),(10.58B),(32.23B),(20.77B),(3.9B)
Sale/Maturity of Investments,18.26B,25.86B,29.92B,32.72B,2.91B
Other Uses,-,-,(4.69B),(171M),(163M)
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(16.07B),14.36B,(7.82B),(14.62B),(3.13B)
Net Investing Cash Flow Growth,-,189.33%,-154.45%,-86.96%,78.58%
Net Investing Cash Flow / Sales,-61.48%,64.62%,-35.02%,-59.31%,-11.44%
