Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,1.3B,15.3B,15.12B,14.71B,20.88B
Net Income Growth,-,"1,076.69%",-1.16%,-2.68%,41.89%
"Depreciation, Depletion & Amortization",5.64B,6.93B,7.01B,7.23B,7.39B
Depreciation and Depletion,2.64B,2.53B,2.51B,2.53B,2.69B
Amortization of Intangible Assets,3B,4.4B,4.5B,4.7B,4.7B
Deferred Taxes & Investment Tax Credit,2.41B,(1.02B),(2.48B),(1.14B),(2.08B)
Deferred Taxes,2.41B,(1.02B),(2.48B),(1.14B),(2.08B)
Investment Tax Credit,-,-,-,-,-
Other Funds,467M,988M,(101M),42M,1.46B
Funds from Operations,9.82B,22.2B,19.55B,20.85B,27.65B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,11.24B,3M,3.87B,2.69B,(4.24B)
Receivables,(633M),(1.19B),(289M),774M,(2.4B)
Accounts Payable,2.73B,3.95B,4.06B,5.14B,2.44B
Other Assets/Liabilities,8.57B,(2.12B),371M,(2.96B),(3.03B)
Net Operating Cash Flow,21.06B,22.2B,23.42B,23.54B,23.41B
Net Operating Cash Flow Growth,-,5.44%,5.47%,0.51%,-0.54%
Net Operating Cash Flow / Sales,27.53%,27.23%,28.52%,28.50%,24.97%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(3.28B),(3.67B),(3.5B),(3.35B),(3.65B)
Capital Expenditures Growth,-,-11.92%,4.69%,4.32%,-9.11%
Capital Expenditures / Sales,-4.29%,-4.50%,-4.26%,-4.05%,-3.90%
Capital Expenditures (Fixed Assets),(3.28B),(3.67B),(3.5B),(3.35B),(3.65B)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(35.15B),(899M),(5.81B),(7.32B),(60M)
Sale of Fixed Assets & Businesses,1.83B,3.2B,3.27B,305M,711M
Purchase/Sale of Investments,21.96B,(1.34B),(533M),(8.95B),(5.39B)
Purchase of Investments,(6.15B),(5.63B),(3.92B),(21.09B),(30.39B)
Sale/Maturity of Investments,28.12B,4.29B,3.39B,12.14B,25.01B
Other Uses,(234M),(464M),-,(1.51B),(508M)
Other Sources,-,-,575M,-,395M
Net Investing Cash Flow,(14.87B),(3.17B),(6.19B),(20.83B),(8.68B)
Net Investing Cash Flow Growth,-,78.70%,-95.58%,-236.21%,58.30%
Net Investing Cash Flow / Sales,-19.44%,-3.88%,-7.54%,-25.22%,-9.26%
