Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,2.17B,2.56B,2.53B,2.86B,2.34B
Net Income Growth,-,17.66%,-1.21%,13.18%,-18.25%
"Depreciation, Depletion & Amortization",475M,511M,519M,539M,556M
Depreciation and Depletion,440M,452M,457M,451M,467M
Amortization of Intangible Assets,35M,59M,62M,88M,89M
Deferred Taxes & Investment Tax Credit,108M,27M,17M,(120M),(132M)
Deferred Taxes,108M,27M,17M,(120M),(132M)
Investment Tax Credit,-,-,-,-,-
Other Funds,412M,115M,5M,59M,760M
Funds from Operations,3.17B,3.21B,3.07B,3.34B,3.52B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(115M),(155M),65M,381M,(197M)
Receivables,(15M),(79M),19M,138M,(84M)
Accounts Payable,(96M),18M,36M,520M,14M
Other Assets/Liabilities,4M,(36M),87M,(26M),(55M)
Net Operating Cash Flow,3.05B,3.06B,3.13B,3.72B,3.33B
Net Operating Cash Flow Growth,-,0.07%,2.52%,18.70%,-10.59%
Net Operating Cash Flow / Sales,19.76%,19.66%,19.96%,22.58%,19.09%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(553M),(436M),(335M),(410M),(567M)
Capital Expenditures Growth,-,21.16%,23.17%,-22.39%,-38.29%
Capital Expenditures / Sales,-3.58%,-2.80%,-2.13%,-2.49%,-3.25%
Capital Expenditures (Fixed Assets),(553M),(436M),(335M),(410M),(567M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,(728M),(1.71B),(452M),-
Sale of Fixed Assets & Businesses,44M,1M,1M,-,-
Purchase/Sale of Investments,44M,(13M),(53M),(19M),-
Purchase of Investments,(347M),(169M),(184M),(143M),(141M)
Sale/Maturity of Investments,391M,156M,131M,124M,141M
Other Uses,(6M),-,(1M),-,(25M)
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(471M),(1.17B),(2.1B),(878M),(592M)
Net Investing Cash Flow Growth,-,-148.41%,-79.40%,58.17%,32.57%
Net Investing Cash Flow / Sales,-3.05%,-7.53%,-13.38%,-5.33%,-3.40%
