Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,2.1B,2.89B,(189M),865M,5.37B
Net Income Growth,-,38.14%,-106.53%,557.67%,520.23%
"Depreciation, Depletion & Amortization",1.71B,1.75B,1.41B,1.53B,2B
Depreciation and Depletion,-,-,-,-,-
Amortization of Intangible Assets,-,-,-,-,-
Deferred Taxes & Investment Tax Credit,76M,(404M),29M,181M,(171M)
Deferred Taxes,76M,(404M),29M,181M,(171M)
Investment Tax Credit,-,-,-,-,-
Other Funds,208M,207M,(119M),(222M),(232M)
Funds from Operations,4.09B,4.45B,1.13B,2.35B,6.96B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,573M,(588M),349M,665M,755M
Receivables,427M,649M,119M,132M,(472M)
Accounts Payable,110M,(106M),(60M),115M,495M
Other Assets/Liabilities,(28M),(28M),60M,(27M),(101M)
Net Operating Cash Flow,4.67B,3.86B,1.48B,3.02B,7.72B
Net Operating Cash Flow Growth,-,-17.21%,-61.64%,103.58%,155.72%
Net Operating Cash Flow / Sales,29.42%,20.37%,10.32%,21.75%,34.51%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(1.41B),(1.97B),(2.65B),(1.96B),(2.12B)
Capital Expenditures Growth,-,-39.79%,-34.55%,26.06%,-7.85%
Capital Expenditures / Sales,-8.89%,-10.39%,-18.47%,-14.14%,-9.46%
Capital Expenditures (Fixed Assets),(1.41B),(1.97B),(2.65B),(1.96B),(2.12B)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,(3.5B),-,-,(33M)
Sale of Fixed Assets & Businesses,-,457M,617M,706M,182M
Purchase/Sale of Investments,-,-,-,-,-
Purchase of Investments,-,-,-,-,-
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,-,(97M),(12M),(7M),(63M)
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(1.32B),(5.02B),(1.94B),(1.11B),(1.78B)
Net Investing Cash Flow Growth,-,-279.86%,61.38%,42.83%,-60.83%
Net Investing Cash Flow / Sales,-8.33%,-26.46%,-13.50%,-7.99%,-7.97%
