Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,14.14B,6.36B,2.71B,5.86B,8.69B
Net Income Growth,-,-55.03%,-57.38%,116.27%,48.22%
"Depreciation, Depletion & Amortization",4.76B,5.42B,5.65B,6.21B,7.12B
Depreciation and Depletion,4.66B,5.34B,5.57B,6.13B,7.03B
Amortization of Intangible Assets,99M,84M,80M,84M,85M
Deferred Taxes & Investment Tax Credit,(265M),150M,79M,(50M),-
Deferred Taxes,(265M),150M,79M,(50M),-
Investment Tax Credit,-,-,-,-,-
Other Funds,684M,688M,314M,863M,641M
Funds from Operations,19.32B,12.62B,8.75B,12.89B,16.44B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(1.92B),569M,(447M),(420M),(1.26B)
Receivables,(1.73B),2.43B,(723M),(1.45B),190M
Accounts Payable,668M,(174M),725M,210M,744M
Other Assets/Liabilities,(378M),(160M),40M,(50M),(18M)
Net Operating Cash Flow,17.4B,13.19B,8.31B,12.47B,15.18B
Net Operating Cash Flow Growth,-,-24.20%,-37.02%,50.11%,21.76%
Net Operating Cash Flow / Sales,57.25%,56.35%,38.75%,45.00%,49.36%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(8.88B),(9.78B),(8.22B),(10.03B),(12.07B)
Capital Expenditures Growth,-,-10.15%,15.92%,-21.97%,-20.31%
Capital Expenditures / Sales,-29.22%,-41.78%,-38.36%,-36.20%,-39.23%
Capital Expenditures (Fixed Assets),(8.88B),(9.78B),(8.22B),(10.03B),(12.07B)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,(744M),-,-
Sale of Fixed Assets & Businesses,-,-,-,-,888M
Purchase/Sale of Investments,164M,(1.17B),415M,(1.06B),(155M)
Purchase of Investments,(760M),(4.22B),(1.86B),(3.16B),(1.77B)
Sale/Maturity of Investments,924M,3.05B,2.27B,2.11B,1.62B
Other Uses,-,-,(43M),-,(366M)
Other Sources,31M,-,-,140M,211M
Net Investing Cash Flow,(8.22B),(10.09B),(8.33B),(10.59B),(11.59B)
Net Investing Cash Flow Growth,-,-22.75%,17.37%,-27.07%,-9.41%
Net Investing Cash Flow / Sales,-27.03%,-43.09%,-38.88%,-38.22%,-37.66%
