Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,686.26M,489.59M,516.32M,506.04M,760.81M
Net Income Growth,-,-28.66%,5.46%,-1.99%,50.35%
"Depreciation, Depletion & Amortization",383.52M,435.89M,538.66M,573.36M,612.23M
Depreciation and Depletion,379.32M,427.29M,526.26M,559.56M,597.93M
Amortization of Intangible Assets,4.2M,8.6M,12.4M,13.8M,14.3M
Deferred Taxes & Investment Tax Credit,(248.76M),101.59M,55.62M,(7.06M),53.42M
Deferred Taxes,(248.76M),101.59M,55.62M,(7.06M),53.42M
Investment Tax Credit,-,-,-,-,-
Other Funds,65.9M,59.48M,66.38M,65.09M,67.05M
Funds from Operations,886.92M,1.09B,1.18B,1.14B,1.49B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(31.77M),1.3M,(78.63M),(14.57M),(269.6M)
Receivables,(211.65M),(172M),50.31M,(109.76M),(382.22M)
Accounts Payable,85.24M,98.04M,(85.33M),(5.48M),140.3M
Other Assets/Liabilities,69.46M,(6.13M),36.47M,39.81M,(45.89M)
Net Operating Cash Flow,855.15M,1.09B,1.1B,1.12B,1.22B
Net Operating Cash Flow Growth,-,27.21%,0.97%,2.23%,9.00%
Net Operating Cash Flow / Sales,11.89%,12.63%,11.98%,11.65%,10.06%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(530.82M),(996.94M),(854.23M),(738.6M),(947.56M)
Capital Expenditures Growth,-,-87.81%,14.32%,13.54%,-28.29%
Capital Expenditures / Sales,-7.38%,-11.57%,-9.32%,-7.66%,-7.79%
Capital Expenditures (Fixed Assets),(526.93M),(995.65M),(854.12M),(738.55M),(947.56M)
Capital Expenditures (Other Assets),(3.89M),(1.29M),(111K),(52K),-
Net Assets from Acquisitions,(136.88M),-,(115.65M),(12.14M),-
Sale of Fixed Assets & Businesses,16.41M,110.17M,165.92M,137.78M,70.55M
Purchase/Sale of Investments,-,-,-,-,-
Purchase of Investments,-,-,-,-,-
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,-,-,-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(651.28M),(886.77M),(803.96M),(612.96M),(877.02M)
Net Investing Cash Flow Growth,-,-36.16%,9.34%,23.76%,-43.08%
Net Investing Cash Flow / Sales,-9.06%,-10.29%,-8.77%,-6.36%,-7.21%
