Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,337M,(159M),1.2B,1.07B,1.81B
Net Income Growth,-,-147.18%,853.46%,-11.10%,69.58%
"Depreciation, Depletion & Amortization",654M,645M,587M,568M,494M
Depreciation and Depletion,575M,570M,518M,506M,447M
Amortization of Intangible Assets,79M,75M,69M,62M,47M
Deferred Taxes & Investment Tax Credit,-,-,-,-,-
Deferred Taxes,-,-,-,-,-
Investment Tax Credit,-,-,-,-,-
Other Funds,-,747M,(437M),-,(147M)
Funds from Operations,991M,1.23B,1.35B,1.63B,2.15B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,273M,(4M),(118M),(133M),23M
Receivables,160M,79M,(87M),(940M),(232M)
Accounts Payable,180M,210M,140M,341M,949M
Other Assets/Liabilities,338M,(150M),(297M),354M,(141M)
Net Operating Cash Flow,1.26B,1.23B,1.23B,1.5B,2.18B
Net Operating Cash Flow Growth,-,-2.77%,0.08%,21.95%,45.07%
Net Operating Cash Flow / Sales,5.95%,5.84%,6.02%,7.71%,9.90%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(684M),(590M),(532M),(410M),(525M)
Capital Expenditures Growth,-,13.74%,9.83%,22.93%,-28.05%
Capital Expenditures / Sales,-3.22%,-2.80%,-2.60%,-2.11%,-2.39%
Capital Expenditures (Fixed Assets),(684M),(590M),(532M),(410M),(525M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(40M),(66M),-,-,(439M)
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,6M,60M,-,-,-
Purchase of Investments,(173M),-,-,-,-
Sale/Maturity of Investments,179M,60M,-,-,-
Other Uses,(3M),(4M),(6M),-,-
Other Sources,-,-,-,1M,-
Net Investing Cash Flow,(660M),(440M),636M,(237M),(660M)
Net Investing Cash Flow Growth,-,33.33%,244.55%,-137.26%,-178.48%
Net Investing Cash Flow / Sales,-3.11%,-2.09%,3.11%,-1.22%,-3.00%
