Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,357M,3.46B,3.2B,2.58B,4.47B
Net Income Growth,-,869.19%,-7.54%,-19.22%,72.95%
"Depreciation, Depletion & Amortization",223M,12.03B,12.97B,11.44B,13.74B
Depreciation and Depletion,203M,382M,362M,333M,344M
Amortization of Intangible Assets,20M,11.65B,12.61B,11.11B,13.4B
Deferred Taxes & Investment Tax Credit,(188M),58M,(765M),122M,90M
Deferred Taxes,(188M),58M,(765M),122M,90M
Investment Tax Credit,-,-,-,-,-
Other Funds,1.3B,307M,(211M),130M,(1.86B)
Funds from Operations,1.69B,15.85B,15.2B,14.27B,16.45B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(801M),(12.39B),(13.97B),(11.98B),(15.49B)
Receivables,(268M),(368M),(247M),(68M),179M
Accounts Payable,(30M),(158M),302M,188M,760M
Other Assets/Liabilities,(231M),(76M),19M,68M,(112M)
Net Operating Cash Flow,887M,3.46B,1.23B,2.29B,953M
Net Operating Cash Flow Growth,-,290.53%,-64.49%,86.50%,-58.46%
Net Operating Cash Flow / Sales,6.48%,12.71%,4.56%,9.07%,3.33%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(185M),(352M),(345M),(324M),(354M)
Capital Expenditures Growth,-,-90.27%,1.99%,6.09%,-9.26%
Capital Expenditures / Sales,-1.35%,-1.29%,-1.28%,-1.28%,-1.24%
Capital Expenditures (Fixed Assets),(185M),(352M),(345M),(324M),(354M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(270M),(118M),(399M),(147M),(289M)
Sale of Fixed Assets & Businesses,11M,39M,756M,593M,3.03B
Purchase/Sale of Investments,(100M),(161M),(171M),(59M),(193M)
Purchase of Investments,(110M),(161M),(171M),(59M),(193M)
Sale/Maturity of Investments,10M,-,-,-,-
Other Uses,(24M),(23M),(10M),(7M),(32M)
Other Sources,-,-,-,-,7M
Net Investing Cash Flow,(547M),(611M),(155M),56M,2.16B
Net Investing Cash Flow Growth,-,-11.70%,74.63%,136.13%,"3,757.14%"
Net Investing Cash Flow / Sales,-4.00%,-2.24%,-0.57%,0.22%,7.56%
