Item,2017,2018,2019,2020,2021
Funds from Operations,4.2B,6.54B,6.98B,5.26B,6.92B
Funds from Operations Growth,-,55.59%,6.67%,-24.58%,31.51%
Extraordinaries,-,-,-,-,-
Net Operating Cash Flow,4.5B,6.46B,7.73B,10.69B,12.57B
Net Operating Cash Flow Growth,-,43.46%,19.69%,38.28%,17.56%
Item,2017,2018,2019,2020,2021
Capital Expenditures,-,-,-,-,-
Capital Expenditures Growth,-,-,-,-,-
Capital Expenditures (Fixed Assets),-,-,-,-,-
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,(29M),-,-
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,(2.33B),(3.38B),(6.03B),(7.96B),(7.74B)
Purchase of Investments,(27.07B),(26.74B),(29.74B),(36.66B),(35.86B)
Sale/Maturity of Investments,24.75B,23.35B,23.71B,28.7B,28.11B
Increase in Loans,-,-,-,-,-
Decrease in Loans,-,-,-,-,-
Other Uses,(114M),(533M),(1.24B),(470M),(337M)
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(2.44B),(3.92B),(7.3B),(8.43B),(8.08B)
Net Investing Cash Flow Growth,-,-60.32%,-86.33%,-15.53%,4.13%
