Item,2017,2018,2019,2020,2021
Funds from Operations,2.02B,2.32B,2.38B,2.46B,2.28B
Funds from Operations Growth,-,14.96%,2.41%,3.66%,-7.59%
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(204M),(146M),441M,629M,(228M)
Net Operating Cash Flow,1.82B,2.18B,2.82B,3.09B,2.05B
Net Operating Cash Flow Growth,-,19.83%,29.56%,9.76%,-33.75%
Net Operating Cash Flow / Interest Income,45.52%,49.51%,61.31%,72.57%,50.21%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(192M),(226M),(210M),(194M),(165M)
Capital Expenditures (Fixed Assets),-,-,-,-,-
Capital Expenditures (Other Assets),(192M),(226M),(210M),(194M),(165M)
Net Assets from Acquisitions,-,-,-,(381M),(1.18B)
Sale of Fixed Assets & Businesses,-,357M,-,-,-
Purchase/Sale of Investments,(312M),401M,950M,(3.52B),(2.21B)
Purchase of Investments,(4.9B),(3.41B),(8.1B),(8.96B),(8.36B)
Sale/Maturity of Investments,4.59B,3.81B,9.05B,5.43B,6.15B
Increase in Loans,(322M),(3.88B),(1.8B),(2.33B),(1.31B)
Decrease in Loans,507M,407M,1.33B,802M,2.98B
Other Uses,-,-,-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(319M),(2.95B),272M,(5.62B),(1.88B)
Net Investing Cash Flow Growth,-,-823.20%,109.24%,"-2,166.91%",66.49%
Net Investing Cash Flow / Interest Income,-8.00%,-67.04%,5.92%,-131.91%,-46.17%
