Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,1.25B,1.19B,914M,975M,1.4B
Net Income Growth,-,-4.74%,-23.00%,6.67%,43.90%
"Depreciation, Depletion & Amortization",433M,556M,1.55B,3.09B,3.2B
Depreciation and Depletion,92M,92M,247M,461M,498M
Amortization of Intangible Assets,341M,464M,1.3B,2.63B,2.7B
Deferred Taxes & Investment Tax Credit,(247M),133M,47M,71M,(262M)
Deferred Taxes,(247M),133M,47M,71M,(262M)
Investment Tax Credit,-,-,-,-,-
Other Funds,66M,(155M),365M,329M,307M
Funds from Operations,1.5B,1.72B,2.87B,4.47B,4.64B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(15M),(169M),36M,(211M),(495M)
Receivables,(75M),(108M),(7M),320M,(358M)
Accounts Payable,54M,116M,238M,(146M),303M
Other Assets/Liabilities,6M,(177M),(195M),(385M),(440M)
Net Operating Cash Flow,1.48B,1.55B,2.91B,4.26B,4.15B
Net Operating Cash Flow Growth,-,4.65%,87.37%,46.35%,-2.51%
Net Operating Cash Flow / Sales,26.04%,26.65%,28.55%,28.66%,25.57%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(287M),(360M),(721M),(900M),(1.16B)
Capital Expenditures Growth,-,-25.44%,-100.28%,-24.83%,-28.89%
Capital Expenditures / Sales,-5.04%,-6.18%,-7.08%,-6.06%,-7.15%
Capital Expenditures (Fixed Assets),(287M),(360M),(721M),(900M),(1.16B)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(384M),(712M),(16.01B),(139M),(848M)
Sale of Fixed Assets & Businesses,17M,419M,51M,579M,-
Purchase/Sale of Investments,(10M),(3M),(45M),(1M),263M
Purchase of Investments,(10M),(3M),(45M),(1M),(256M)
Sale/Maturity of Investments,-,-,-,-,519M
Other Uses,-,(7M),-,-,-
Other Sources,-,-,-,4M,711M
Net Investing Cash Flow,(638M),(620M),(16.58B),(450M),(1.75B)
Net Investing Cash Flow Growth,-,2.82%,"-2,574.52%",97.29%,-287.78%
Net Investing Cash Flow / Sales,-11.20%,-10.65%,-162.78%,-3.03%,-10.75%
