Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,1.04B,1.02B,3.04B,837M,789M
Net Income Growth,-,-2.30%,198.23%,-72.46%,-5.73%
"Depreciation, Depletion & Amortization",136M,145M,150M,181M,486M
Depreciation and Depletion,125M,122M,128M,147M,170M
Amortization of Intangible Assets,11M,23M,22M,34M,316M
Deferred Taxes & Investment Tax Credit,204M,(16M),(1.87B),(143M),(329M)
Deferred Taxes,204M,(16M),(1.87B),(143M),(329M)
Investment Tax Credit,-,-,-,-,-
Other Funds,242M,298M,352M,435M,528M
Funds from Operations,1.63B,1.45B,1.67B,1.31B,1.47B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,67M,101M,127M,624M,425M
Receivables,(25M),(88M),164M,(41M),(77M)
Accounts Payable,(44M),59M,(36M),18M,(7M)
Other Assets/Liabilities,93M,127M,(120M),511M,340M
Net Operating Cash Flow,1.69B,1.55B,1.8B,1.93B,1.9B
Net Operating Cash Flow Growth,-,-8.57%,16.16%,7.62%,-1.81%
Net Operating Cash Flow / Sales,32.79%,31.37%,32.88%,34.18%,27.11%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(107M),(119M),(140M),(124M),(188M)
Capital Expenditures Growth,-,-11.21%,-17.65%,11.43%,-51.61%
Capital Expenditures / Sales,-2.07%,-2.41%,-2.56%,-2.19%,-2.68%
Capital Expenditures (Fixed Assets),(107M),(119M),(140M),(124M),(188M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(150M),(58M),-,(1.24B),(3.39B)
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,879M,346M,(1.22B),858M,775M
Purchase of Investments,(2.29B),(1.34B),(3.36B),(2.83B),(554M)
Sale/Maturity of Investments,3.17B,1.69B,2.14B,3.69B,1.33B
Other Uses,-,-,-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,622M,169M,(1.36B),(505M),(2.8B)
Net Investing Cash Flow Growth,-,-72.83%,-902.96%,62.79%,-455.25%
Net Investing Cash Flow / Sales,12.05%,3.43%,-24.83%,-8.92%,-40.03%
