Item,2017,2018,2019,2020,2021
Funds from Operations,1.42B,1.31B,1.06B,1.11B,1.75B
Funds from Operations Growth,-,-7.73%,-19.63%,5.17%,57.17%
Changes in Working Capital,21.3M,(53.1M),185.4M,(68.3M),(294.3M)
Receivables,(3.42B),944.4M,934.3M,3.74B,5.58B
Inventories,-,-,-,-,-
Accounts Payable,3.44B,(997.5M),(748.9M),(3.81B),(5.88B)
Other Assets/Liabilities,-,-,-,-,-
Net Operating Cash Flow,1.44B,1.26B,1.24B,1.04B,1.45B
Net Operating Cash Flow Growth,-,-12.76%,-1.54%,-16.04%,39.23%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(111.7M),(102.5M),(124.3M),(115M),(108.8M)
Capital Expenditures Growth,-,8.24%,-21.27%,7.48%,5.39%
Capital Expenditures (Fixed Assets),(111.7M),(102.5M),(124.3M),(115M),(108.8M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(299.2M),(1.47B),290.5M,-,-
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,(850.6M),(1.69B),(1.74B),(561.8M),(1.09B)
Purchase of Investments,(6.23B),(5.03B),(5.69B),(4.75B),(6.59B)
Sale/Maturity of Investments,5.38B,3.33B,3.95B,4.19B,5.5B
Other Uses,-,(63.8M),-,-,(21.8M)
Other Sources,-,-,26M,-,-
Net Investing Cash Flow,(1.26B),(3.33B),(1.55B),(676.8M),(1.22B)
