Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,173.53M,333.84M,404.46M,588.89M,418.02M
Net Income Growth,-,92.38%,21.15%,45.60%,-29.01%
"Depreciation, Depletion & Amortization",143.86M,264.83M,236.54M,193.74M,208.68M
Depreciation and Depletion,32.2M,39.73M,47.63M,56.31M,61.2M
Amortization of Intangible Assets,111.66M,225.1M,188.92M,137.43M,147.49M
Deferred Taxes & Investment Tax Credit,(32.52M),110.6M,(3.49M),10.63M,8.1M
Deferred Taxes,(32.52M),110.6M,(3.49M),10.63M,8.1M
Investment Tax Credit,-,-,-,-,-
Other Funds,146.38M,248.38M,266.96M,113.47M,375.46M
Funds from Operations,431.25M,957.64M,904.47M,906.73M,1.01B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,62.28M,(114.13M),(218.79M),5.59M,(752.28M)
Receivables,(27M),(98.08M),(195.48M),47.2M,(17.86M)
Accounts Payable,198.73M,201.15M,299.73M,78.67M,(45.61M)
Other Assets/Liabilities,(113.38M),(202.8M),(331.53M),(122.78M),(692.92M)
Net Operating Cash Flow,493.53M,843.52M,685.68M,912.32M,257.98M
Net Operating Cash Flow Growth,-,70.92%,-18.71%,33.05%,-71.72%
Net Operating Cash Flow / Sales,27.53%,31.61%,22.20%,27.05%,7.36%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(87.52M),(66.97M),(53.38M),(68.92M),(158.64M)
Capital Expenditures Growth,-,23.48%,20.29%,-29.11%,-130.17%
Capital Expenditures / Sales,-4.88%,-2.51%,-1.73%,-2.04%,-4.53%
Capital Expenditures (Fixed Assets),(61.56M),(66.97M),(53.38M),(68.92M),(158.64M)
Capital Expenditures (Other Assets),(25.97M),-,-,-,-
Net Assets from Acquisitions,(9.4M),(28.15M),(12.04M),(102.47M),(161.33M)
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,(133.99M),42.6M,(127.25M),(635.33M),458.37M
Purchase of Investments,(375M),(282.53M),(527.88M),(1.23B),(321.57M)
Sale/Maturity of Investments,241.01M,325.13M,400.64M,593.76M,779.94M
Other Uses,(40.92M),(171.06M),-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(271.83M),(223.58M),4.05M,(806.72M),139.22M
Net Investing Cash Flow Growth,-,17.75%,101.81%,"-20,024.03%",117.26%
Net Investing Cash Flow / Sales,-15.16%,-8.38%,0.13%,-23.92%,3.97%
