Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,994.1M,1.03B,1.1B,1.1B,1.39B
Net Income Growth,-,4.05%,6.16%,-0.05%,26.91%
"Depreciation, Depletion & Amortization",138M,181.5M,209.7M,192M,191.8M
Depreciation and Depletion,116.9M,125.7M,127.8M,123.4M,133.7M
Amortization of Intangible Assets,21.1M,55.8M,81.9M,68.6M,58.1M
Deferred Taxes & Investment Tax Credit,(37.2M),4.7M,(4M),(21M),2.3M
Deferred Taxes,(37.2M),4.7M,(4M),(21M),2.3M
Investment Tax Credit,-,-,-,-,-
Other Funds,288.2M,278.7M,270.8M,286.5M,294.1M
Funds from Operations,1.38B,1.5B,1.57B,1.56B,1.88B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(106.7M),(227.8M),(133.7M),(294.7M),(375.5M)
Receivables,19.9M,(112.4M),56.3M,(271.1M),(274.9M)
Accounts Payable,42.9M,77.5M,(4.9M),169M,151.8M
Other Assets/Liabilities,(169.5M),(192.9M),(185.1M),(192.6M),(252.4M)
Net Operating Cash Flow,1.28B,1.27B,1.44B,1.26B,1.51B
Net Operating Cash Flow Growth,-,-0.38%,13.32%,-12.53%,19.46%
Net Operating Cash Flow / Sales,37.79%,33.70%,35.66%,31.07%,32.65%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(193.8M),(129.1M),(136.8M),(123.3M),(143.2M)
Capital Expenditures Growth,-,33.38%,-5.96%,9.87%,-16.14%
Capital Expenditures / Sales,-5.74%,-3.42%,-3.39%,-3.04%,-3.11%
Capital Expenditures (Fixed Assets),(154M),(123.8M),(127M),(114.6M),(132.6M)
Capital Expenditures (Other Assets),(39.8M),(5.3M),(9.8M),(8.7M),(10.6M)
Net Assets from Acquisitions,(180.4M),(992.2M),(6.1M),(19.5M),(24.9M)
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,1.37B,(507M),914.8M,(317.8M),(1.25B)
Purchase of Investments,(50.22B),(35.15B),(25.22B),(6.09B),(17.81B)
Sale/Maturity of Investments,51.59B,34.64B,26.13B,5.77B,16.55B
Other Uses,-,-,-,-,-
Other Sources,462.4M,29.5M,-,340M,143.2M
Net Investing Cash Flow,998.5M,(1.63B),771.9M,(460.6M),(1.42B)
Net Investing Cash Flow Growth,-,-263.07%,147.41%,-159.67%,-208.49%
Net Investing Cash Flow / Sales,29.56%,-43.16%,19.10%,-11.35%,-30.81%
