Item,2017,2018,2019,2020,2021
Funds from Operations,4.04B,4.52B,4.76B,8.39B,7.01B
Funds from Operations Growth,-,11.87%,5.47%,76.07%,-16.43%
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(135M),(221M),(1.35B),(838M),(1.27B)
Net Operating Cash Flow,3.9B,4.3B,3.42B,7.55B,5.74B
Net Operating Cash Flow Growth,-,10.07%,-20.49%,121.02%,-24.01%
Net Operating Cash Flow / Interest Income,52.92%,52.89%,36.30%,48.55%,41.64%
Item,2017,2018,2019,2020,2021
Capital Expenditures,-,-,-,(815M),(1.05B)
Capital Expenditures (Fixed Assets),-,-,-,(815M),(442M)
Capital Expenditures (Other Assets),-,-,-,-,(606M)
Net Assets from Acquisitions,-,(296M),-,(2.44B),(1.64B)
Sale of Fixed Assets & Businesses,-,-,6.26B,-,-
Purchase/Sale of Investments,(3.93B),1.6B,1.43B,(43.73B),(38.2B)
Purchase of Investments,(16.36B),(4.9B),(42.65B),(75.5B),(73.61B)
Sale/Maturity of Investments,12.43B,6.5B,44.08B,31.76B,35.41B
Increase in Loans,(1.23B),(6.27B),(1.9B),-,-
Decrease in Loans,618M,188M,656M,3.33B,11.2B
Other Uses,(149M),(123M),-,(706M),(331M)
Other Sources,-,-,6M,-,-
Net Investing Cash Flow,(4.69B),(4.89B),6.45B,(43.76B),(29.9B)
Net Investing Cash Flow Growth,-,-4.24%,231.88%,-778.18%,31.68%
Net Investing Cash Flow / Interest Income,-63.66%,-60.26%,68.58%,-281.47%,-217.08%
