Item,2018,2019,2020,2021,2022
Funds from Operations,3.32B,8.28B,6.75B,8.06B,8.04B
Funds from Operations Growth,-,149.41%,-18.48%,19.42%,-0.33%
Extraordinaries,-,-,-,-,-
Net Operating Cash Flow,3.77B,9.49B,10.35B,7.19B,8.66B
Net Operating Cash Flow Growth,-,151.59%,9.12%,-30.52%,20.37%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(528M),(1.05B),(1.09B),(1.15B),(1.3B)
Capital Expenditures Growth,-,-98.86%,-4.19%,-5.48%,-12.22%
Capital Expenditures (Fixed Assets),(528M),(1.05B),(1.09B),(1.15B),(1.3B)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(24.46B),(153M),(139M),(1.89B),-
Sale of Fixed Assets & Businesses,-,-,5.59B,-,4.84B
Purchase/Sale of Investments,(1.38B),480M,(1.41B),(660M),(272M)
Purchase of Investments,(7.14B),(6.34B),(6.8B),(6.43B),(4.48B)
Sale/Maturity of Investments,5.76B,6.82B,5.4B,5.77B,4.21B
Increase in Loans,-,-,-,-,-
Decrease in Loans,-,-,-,-,-
Other Uses,(12M),(11M),-,(425M),(170M)
Other Sources,-,-,23M,97M,-
Net Investing Cash Flow,(26.38B),(734M),2.98B,(4.04B),3.1B
Net Investing Cash Flow Growth,-,97.22%,505.45%,-235.62%,176.76%
