Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,1.28B,1.04B,1.07B,969.6M,1.29B
Net Income Growth,-,-18.87%,3.49%,-9.70%,33.28%
"Depreciation, Depletion & Amortization",1.12B,1.11B,1.12B,1.16B,1.27B
Depreciation and Depletion,1.05B,1.06B,1.07B,1.1B,1.19B
Amortization of Intangible Assets,71M,56.4M,54.7M,60M,73.8M
Deferred Taxes & Investment Tax Credit,(379M),152.1M,166.1M,60.8M,(15.5M)
Deferred Taxes,(379M),152.1M,166.1M,60.8M,(15.5M)
Investment Tax Credit,-,-,-,-,-
Other Funds,125.5M,124.2M,217.4M,423.7M,335.7M
Funds from Operations,2.14B,2.43B,2.58B,2.61B,2.88B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(230.9M),(185.2M),(227.6M),(141.3M),(94M)
Receivables,(118.9M),(29.6M),(38.3M),13.8M,(135.4M)
Accounts Payable,21.7M,85.9M,6.4M,(46.7M),113.8M
Other Assets/Liabilities,(133.7M),(241.5M),(195.7M),(108.4M),(72.4M)
Net Operating Cash Flow,1.91B,2.24B,2.35B,2.47B,2.79B
Net Operating Cash Flow Growth,-,17.38%,4.87%,5.08%,12.75%
Net Operating Cash Flow / Sales,19.02%,22.34%,22.84%,24.34%,24.67%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(989.8M),(1.07B),(1.21B),(1.19B),(1.32B)
Capital Expenditures Growth,-,-8.28%,-12.62%,1.04%,-10.19%
Capital Expenditures / Sales,-9.85%,-10.68%,-11.72%,-11.77%,-11.65%
Capital Expenditures (Fixed Assets),(989.8M),(1.07B),(1.21B),(1.19B),(1.32B)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(354.7M),(277.3M),(575.1M),(769.5M),(1.22B)
Sale of Fixed Assets & Businesses,10.8M,120.8M,64.5M,63M,65.8M
Purchase/Sale of Investments,(47.7M),(500K),(1.2M),(21.7M),7.1M
Purchase of Investments,(47.7M),(38.2M),(14.7M),(32.9M),(30.8M)
Sale/Maturity of Investments,-,37.7M,13.5M,11.2M,37.9M
Other Uses,(2M),(300K),(100K),-,(1M)
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(1.38B),(1.23B),(1.72B),(1.92B),(2.47B)
Net Investing Cash Flow Growth,-,11.15%,-39.86%,-11.86%,-28.26%
Net Investing Cash Flow / Sales,-13.77%,-12.24%,-16.69%,-18.94%,-21.83%
