Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,(5.03B),(941M),701M,1.77B,1.16B
Net Income Growth,-,81.28%,174.50%,152.35%,-34.54%
"Depreciation, Depletion & Amortization",2.79B,1.6B,1.18B,1.24B,1.22B
Depreciation and Depletion,2.4B,1.12B,495M,521M,521M
Amortization of Intangible Assets,391M,475M,682M,722M,702M
Deferred Taxes & Investment Tax Credit,31M,(477M),(330M),174M,(286M)
Deferred Taxes,31M,(477M),(330M),174M,(286M)
Investment Tax Credit,-,-,-,-,-
Other Funds,5.63B,1.45B,157M,(1.12B),326M
Funds from Operations,3.43B,1.63B,1.71B,2.07B,2.42B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(2.94B),(556M),359M,656M,(1.55B)
Receivables,(1.52B),(361M),187M,(113M),(997M)
Accounts Payable,642M,149M,(118M),524M,807M
Other Assets/Liabilities,(1.56B),(418M),186M,667M,356M
Net Operating Cash Flow,483M,1.07B,2.06B,2.73B,872M
Net Operating Cash Flow Growth,-,121.53%,92.90%,32.12%,-68.02%
Net Operating Cash Flow / Sales,3.38%,7.73%,14.52%,17.42%,5.00%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(1.5B),(1.16B),(475M),(573M),(605M)
Capital Expenditures Growth,-,22.52%,59.16%,-20.63%,-5.58%
Capital Expenditures / Sales,-10.51%,-8.40%,-3.34%,-3.66%,-3.47%
Capital Expenditures (Fixed Assets),(1.5B),(1.16B),(475M),(573M),(605M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,(10M),(60M),-,-
Sale of Fixed Assets & Businesses,78M,270M,83M,75M,73M
Purchase/Sale of Investments,921M,12M,(275M),137M,(61M)
Purchase of Investments,(1.27B),(148M),(996M),(208M),(356M)
Sale/Maturity of Investments,2.19B,160M,721M,345M,295M
Other Uses,(3M),(13M),(7M),(1M),(39M)
Other Sources,5.36B,7.4B,-,-,-
Net Investing Cash Flow,(505M),(904M),(734M),(362M),(632M)
Net Investing Cash Flow Growth,-,-79.01%,18.81%,50.68%,-74.59%
Net Investing Cash Flow / Sales,-3.53%,-6.53%,-5.16%,-2.31%,-3.62%
