Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,191.34M,234.46M,261.58M,366.74M,650.62M
Net Income Growth,-,22.54%,11.56%,40.20%,77.41%
"Depreciation, Depletion & Amortization",25.73M,27.92M,29.27M,29.4M,30.03M
Depreciation and Depletion,24.16M,26.12M,27.89M,27.97M,28.29M
Amortization of Intangible Assets,1.57M,1.79M,1.39M,1.43M,1.74M
Deferred Taxes & Investment Tax Credit,(4.64M),4.66M,3.72M,(2.54M),4.65M
Deferred Taxes,(4.64M),4.66M,3.72M,(2.54M),4.65M
Investment Tax Credit,-,-,-,-,-
Other Funds,12.83M,17.46M,18.39M,25.06M,20.53M
Funds from Operations,225.26M,284.5M,312.96M,418.65M,705.83M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(49.95M),(165.84M),(14.18M),(21.07M),(392.34M)
Receivables,(21.9M),(14.37M),(15.69M),(38.69M),(79.94M)
Accounts Payable,5.08M,(6.57M),16.86M,(9.21M),114.89M
Other Assets/Liabilities,(4.1M),1.02M,(4.22M),(13.74M),(51.2M)
Net Operating Cash Flow,175.31M,118.66M,298.78M,397.58M,313.49M
Net Operating Cash Flow Growth,-,-32.32%,151.80%,33.07%,-21.15%
Net Operating Cash Flow / Sales,6.29%,3.96%,9.34%,10.10%,5.92%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(39.39M),(31.58M),(33.36M),(21.7M),(37.66M)
Capital Expenditures Growth,-,19.83%,-5.64%,34.95%,-73.52%
Capital Expenditures / Sales,-1.41%,-1.05%,-1.04%,-0.55%,-0.71%
Capital Expenditures (Fixed Assets),(39.39M),(31.58M),(33.36M),(21.7M),(37.66M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(15.41M),(2.58M),(8.9M),(124.59M),(811.96M)
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,-,-,-,-,-
Purchase of Investments,-,-,-,-,-
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,-,-,-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(54.79M),(34.16M),(42.26M),(146.29M),(849.61M)
Net Investing Cash Flow Growth,-,37.66%,-23.73%,-246.14%,-480.78%
Net Investing Cash Flow / Sales,-1.97%,-1.14%,-1.32%,-3.72%,-16.04%
