Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,122.46M,233.29M,266.75M,793.56M,807.8M
Net Income Growth,-,90.51%,14.34%,197.50%,1.79%
"Depreciation, Depletion & Amortization",255.6M,298.25M,300.84M,287.53M,262.03M
Depreciation and Depletion,68.59M,168.53M,175.78M,177.93M,163.5M
Amortization of Intangible Assets,187.01M,129.71M,125.06M,109.6M,98.54M
Deferred Taxes & Investment Tax Credit,1.52M,(55.79M),(53.19M),(41.57M),(30.7M)
Deferred Taxes,1.52M,(55.79M),(53.19M),(41.57M),(30.7M)
Investment Tax Credit,-,-,-,-,-
Other Funds,34.54M,68.46M,123.94M,132.07M,96.8M
Funds from Operations,414.12M,544.21M,638.33M,1.17B,1.14B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,57.04M,21.23M,264.95M,140.88M,(34.51M)
Receivables,(115M),(66.73M),99.41M,(145.35M),(240.7M)
Accounts Payable,55.24M,(54.61M),111.94M,121.24M,(101.91M)
Other Assets/Liabilities,116.81M,142.57M,53.6M,164.99M,308.1M
Net Operating Cash Flow,471.16M,565.44M,903.28M,1.31B,1.1B
Net Operating Cash Flow Growth,-,20.01%,59.75%,45.30%,-16.08%
Net Operating Cash Flow / Sales,11.85%,13.32%,22.03%,27.72%,20.11%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(126.87M),(149.02M),(83.89M),(59.83M),(108.05M)
Capital Expenditures Growth,-,-17.45%,43.71%,28.67%,-80.58%
Capital Expenditures / Sales,-3.19%,-3.51%,-2.05%,-1.26%,-1.97%
Capital Expenditures (Fixed Assets),(126.87M),(149.02M),(83.89M),(59.83M),(108.05M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(15.86M),(25.99M),-,(22.94M),(9.51M)
Sale of Fixed Assets & Businesses,526.78M,-,-,-,-
Purchase/Sale of Investments,-,14.12M,-,-,-
Purchase of Investments,-,-,-,-,-
Sale/Maturity of Investments,-,14.12M,-,-,-
Other Uses,-,-,-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,384.05M,(160.89M),(83.89M),(80.47M),(117.56M)
Net Investing Cash Flow Growth,-,-141.89%,47.86%,4.08%,-46.09%
Net Investing Cash Flow / Sales,9.66%,-3.79%,-2.05%,-1.70%,-2.15%
