Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,2.32B,1.45B,2.2B,2.4B,1.84B
Net Income Growth,-,-37.69%,52.04%,9.06%,-23.04%
"Depreciation, Depletion & Amortization",724M,882M,917M,796M,766M
Depreciation and Depletion,-,-,-,-,757M
Amortization of Intangible Assets,-,-,-,-,9M
Deferred Taxes & Investment Tax Credit,(69M),2M,29M,45M,(70M)
Deferred Taxes,(69M),2M,29M,45M,(70M)
Investment Tax Credit,-,-,-,-,-
Other Funds,125M,160M,(90M),174M,140M
Funds from Operations,3.1B,2.49B,3.05B,3.41B,2.68B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(170M),481M,(317M),318M,50M
Receivables,(44M),33M,(116M),95M,(37M)
Accounts Payable,174M,392M,(153M),239M,627M
Other Assets/Liabilities,11M,4M,(77M),(94M),5M
Net Operating Cash Flow,2.93B,2.97B,2.74B,3.73B,2.73B
Net Operating Cash Flow Growth,-,1.40%,-7.88%,36.29%,-26.79%
Net Operating Cash Flow / Sales,15.96%,16.07%,14.83%,19.48%,14.04%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(785M),(877M),(1.21B),(1.22B),(1.01B)
Capital Expenditures Growth,-,-11.72%,-37.86%,-0.66%,17.26%
Capital Expenditures / Sales,-4.28%,-4.74%,-6.55%,-6.36%,-5.18%
Capital Expenditures (Fixed Assets),(785M),(877M),(1.21B),(1.22B),(1.01B)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,-,(1.08B),-
Sale of Fixed Assets & Businesses,3M,51M,242M,31M,43M
Purchase/Sale of Investments,(31M),(81M),(26M),(63M),(82M)
Purchase of Investments,(214M),(353M),(568M),(753M),(918M)
Sale/Maturity of Investments,183M,272M,542M,690M,836M
Other Uses,(38M),-,(49M),-,(10M)
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(851M),(902M),(1.04B),(2.31B),(1.06B)
Net Investing Cash Flow Growth,-,-5.99%,-15.52%,-121.21%,54.19%
Net Investing Cash Flow / Sales,-4.64%,-4.88%,-5.65%,-12.04%,-5.43%
