Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,4.69B,3.4B,1.43B,5.62B,3.89B
Net Income Growth,-,-27.57%,-57.99%,293.62%,-30.76%
"Depreciation, Depletion & Amortization",1.24B,1.31B,1.39B,1.39B,1.27B
Depreciation and Depletion,1.08B,1.09B,1.14B,1.15B,1.03B
Amortization of Intangible Assets,166M,220M,242M,247M,234M
Deferred Taxes & Investment Tax Credit,260M,209M,331M,(198M),369M
Deferred Taxes,260M,209M,331M,(198M),369M
Investment Tax Credit,-,-,-,-,-
Other Funds,35M,109M,580M,426M,497M
Funds from Operations,6.23B,5.03B,3.72B,7.24B,6.02B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(755M),(66M),(319M),304M,97M
Receivables,433M,367M,(246M),(1.52B),1.01B
Accounts Payable,(199M),(251M),217M,1.3B,(464M)
Other Assets/Liabilities,(848M),(53M),(630M),1.26B,(353M)
Net Operating Cash Flow,5.47B,4.96B,3.4B,7.54B,6.12B
Net Operating Cash Flow Growth,-,-9.32%,-31.38%,121.56%,-18.87%
Net Operating Cash Flow / Sales,14.03%,14.28%,12.27%,16.34%,12.15%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(2.11B),(2.69B),(1.95B),(1.96B),(1.89B)
Capital Expenditures Growth,-,-27.98%,27.73%,-0.62%,3.52%
Capital Expenditures / Sales,-5.40%,-7.75%,-7.02%,-4.24%,-3.75%
Capital Expenditures (Fixed Assets),(2.11B),(2.69B),(1.95B),(1.96B),(1.89B)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(1.78B),(63M),(30M),-,-
Sale of Fixed Assets & Businesses,37M,5M,15M,-,-
Purchase/Sale of Investments,406M,702M,(2.89B),575M,4M
Purchase of Investments,(114M),(141M),(3.32B),(106M),(4M)
Sale/Maturity of Investments,520M,843M,427M,681M,8M
Other Uses,(1.23B),(175M),(83M),(476M),(705M)
Other Sources,-,-,1.23B,855M,263M
Net Investing Cash Flow,(3.56B),(1.7B),(4.94B),(1.5B),(1.98B)
Net Investing Cash Flow Growth,-,52.29%,-190.69%,69.57%,-31.62%
Net Investing Cash Flow / Sales,-9.13%,-4.89%,-17.79%,-3.25%,-3.92%
