Item,2017,2018,2019,2020,2021
Funds from Operations,6.8B,8.04B,7.69B,6.76B,5.75B
Funds from Operations Growth,-,18.17%,-4.34%,-12.15%,-14.82%
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(2.05B),1.01B,458M,(1.06B),2.43B
Net Operating Cash Flow,4.75B,9.05B,8.15B,5.7B,8.18B
Net Operating Cash Flow Growth,-,90.36%,-9.96%,-30.07%,43.62%
Net Operating Cash Flow / Interest Income,33.13%,55.95%,46.57%,38.39%,60.67%
Item,2017,2018,2019,2020,2021
Capital Expenditures,-,-,-,-,-
Capital Expenditures (Fixed Assets),-,-,-,-,-
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,-,-,(167M)
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,(3.14B),(440M),(9.49B),(11.78B),(41.75B)
Purchase of Investments,(27.57B),(19.87B),(41.33B),(68.66B),(100.13B)
Sale/Maturity of Investments,24.43B,19.43B,31.84B,56.88B,58.39B
Increase in Loans,(11.09B),(12.93B),(16.93B),(13.6B),(21.93B)
Decrease in Loans,4.18B,6.38B,2.9B,8.6B,7.87B
Other Uses,(350M),(471M),(1.3B),(636M),-
Other Sources,-,-,-,-,3M
Net Investing Cash Flow,(10.41B),(7.46B),(24.82B),(17.42B),(55.97B)
Net Investing Cash Flow Growth,-,28.31%,-232.64%,29.80%,-221.26%
Net Investing Cash Flow / Interest Income,-72.54%,-46.13%,-141.87%,-117.39%,-414.96%
