Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,4.54B,2.89B,3.47B,3.06B,3.02B
Net Income Growth,-,-36.33%,20.08%,-11.65%,-1.31%
"Depreciation, Depletion & Amortization",5.98B,6.49B,6.62B,14.15B,16.38B
Depreciation and Depletion,5.82B,6.36B,6.53B,12.95B,15.08B
Amortization of Intangible Assets,163M,124M,82M,1.2B,1.3B
Deferred Taxes & Investment Tax Credit,(1.4B),980M,1.09B,822M,197M
Deferred Taxes,(1.4B),980M,1.09B,822M,197M
Investment Tax Credit,-,-,-,-,-
Other Funds,782M,1.03B,951M,2.12B,1.19B
Funds from Operations,9.9B,11.38B,12.13B,20.16B,20.8B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(1.94B),(7.48B),(5.3B),(7.82B),(1.52B)
Receivables,(1.34B),(6.22B),(4.72B),(4.73B),(6.37B)
Accounts Payable,1.08B,(867M),17M,(2.12B),549M
Other Assets/Liabilities,(833M),(198M),22M,1.25B,4.1B
Net Operating Cash Flow,7.96B,3.9B,6.82B,12.34B,19.28B
Net Operating Cash Flow Growth,-,-51.03%,75.02%,80.82%,56.21%
Net Operating Cash Flow / Sales,19.61%,9.02%,15.17%,18.04%,24.06%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(11.07B),(5.67B),(7.36B),(12.37B),(21.69B)
Capital Expenditures Growth,-,48.78%,-29.82%,-68.08%,-75.40%
Capital Expenditures / Sales,-27.25%,-13.11%,-16.35%,-18.08%,-27.08%
Capital Expenditures (Fixed Assets),(5.24B),(5.54B),(6.39B),(11.03B),(12.33B)
Capital Expenditures (Other Assets),(5.83B),(127M),(967M),(1.33B),(9.37B)
Net Assets from Acquisitions,-,(338M),(31M),(5B),(1.92B)
Sale of Fixed Assets & Businesses,-,-,38M,1.86B,40M
Purchase/Sale of Investments,-,-,-,-,-
Purchase of Investments,-,-,-,-,-
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,-,-,(650M),(338M),-
Other Sources,-,-,-,103M,-
Net Investing Cash Flow,(11.06B),(579M),(4.13B),(12.72B),(19.39B)
Net Investing Cash Flow Growth,-,94.77%,-612.44%,-208.24%,-52.47%
Net Investing Cash Flow / Sales,-27.25%,-1.34%,-9.17%,-18.59%,-24.20%
