Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,570.4M,637.7M,673.9M,354.2M,972.8M
Net Income Growth,-,11.80%,5.68%,-47.44%,174.65%
"Depreciation, Depletion & Amortization",157.1M,202.9M,278.5M,290.6M,283.8M
Depreciation and Depletion,136M,165.3M,192.5M,204.7M,197.6M
Amortization of Intangible Assets,21.1M,37.6M,86M,85.9M,86.2M
Deferred Taxes & Investment Tax Credit,(9.5M),14.1M,9.7M,(46.4M),(8.2M)
Deferred Taxes,(9.5M),14.1M,9.7M,(46.4M),(8.2M)
Investment Tax Credit,-,-,-,-,-
Other Funds,134.1M,158.3M,152.9M,490.5M,183.1M
Funds from Operations,852.1M,1.01B,1.12B,1.09B,1.43B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,29.7M,(447.9M),413.5M,758.3M,644.1M
Receivables,(127.9M),(813.3M),(149.9M),673.9M,(1.22B)
Accounts Payable,336.4M,428.7M,546M,(27M),1.86B
Other Assets/Liabilities,62.5M,(39.1M),(10M),(67.9M),(104.3M)
Net Operating Cash Flow,881.8M,565.1M,1.53B,1.85B,2.08B
Net Operating Cash Flow Growth,-,-35.92%,170.48%,20.85%,12.36%
Net Operating Cash Flow / Sales,9.75%,5.82%,14.95%,20.39%,20.27%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(155.9M),(177.1M),(198.5M),(167.5M),(195.3M)
Capital Expenditures Growth,-,-13.60%,-12.08%,15.62%,-16.60%
Capital Expenditures / Sales,-1.72%,-1.82%,-1.94%,-1.85%,-1.91%
Capital Expenditures (Fixed Assets),(155.9M),(177.1M),(198.5M),(167.5M),(195.3M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(30.6M),(2.31B),(600K),(4.9M),(16.3M)
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,-,-,-,-,34.8M
Purchase of Investments,-,-,-,-,-
Sale/Maturity of Investments,-,-,-,-,34.8M
Other Uses,(9.7M),(4.6M),-,(43.8M),(8.5M)
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(196.2M),(2.49B),(161.7M),(216.2M),(185.3M)
Net Investing Cash Flow Growth,-,"-1,169.88%",93.51%,-33.70%,14.29%
Net Investing Cash Flow / Sales,-2.17%,-25.65%,-1.58%,-2.39%,-1.81%
