Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,1.13B,1.83B,1.75B,640M,18M
Net Income Growth,-,61.97%,-4.43%,-63.34%,-97.19%
"Depreciation, Depletion & Amortization",1.11B,1.17B,1.28B,1.08B,1.12B
Depreciation and Depletion,1.01B,1.09B,1.2B,1.02B,1.08B
Amortization of Intangible Assets,97M,78M,81M,58M,39M
Deferred Taxes & Investment Tax Credit,707M,355M,309M,169M,87M
Deferred Taxes,707M,355M,309M,169M,87M
Investment Tax Credit,-,-,-,-,-
Other Funds,112M,(355M),(176M),941M,1.18B
Funds from Operations,3.05B,3B,3.16B,2.83B,2.4B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(591M),(178M),(732M),(84M),(134M)
Receivables,(81M),69M,(1M),(70M),(14M)
Accounts Payable,(10M),78M,(77M),(1M),24M
Other Assets/Liabilities,(540M),(342M),(628M),(144M),(171M)
Net Operating Cash Flow,2.46B,2.82B,2.43B,2.75B,2.27B
Net Operating Cash Flow Growth,-,14.63%,-13.97%,13.14%,-17.33%
Net Operating Cash Flow / Sales,33.05%,36.24%,31.24%,50.16%,39.25%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(3.13B),(3.24B),(3.08B),(2.27B),(1.97B)
Capital Expenditures Growth,-,-3.35%,4.79%,26.37%,13.08%
Capital Expenditures / Sales,-42.07%,-41.59%,-39.68%,-41.47%,-34.12%
Capital Expenditures (Fixed Assets),(3.13B),(3.24B),(3.08B),(2.27B),(1.97B)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,-,-,-
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,-,(65M),14M,-,-
Purchase of Investments,-,(65M),(55M),-,-
Sale/Maturity of Investments,-,-,69M,-,-
Other Uses,(28M),(58M),(11M),(992M),(630M)
Other Sources,-,-,-,287M,365M
Net Investing Cash Flow,(3.16B),(3.36B),(3.08B),(3.26B),7.96B
Net Investing Cash Flow Growth,-,-6.33%,8.36%,-5.78%,344.23%
Net Investing Cash Flow / Sales,-42.45%,-43.17%,-39.64%,-59.52%,137.59%
