Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,1.67B,4.7B,(82M),1.04B,698M
Net Income Growth,-,181.27%,-101.74%,"1,369.51%",-32.95%
"Depreciation, Depletion & Amortization",894M,1.01B,1.12B,1.09B,1.14B
Depreciation and Depletion,295M,312M,334M,352M,333M
Amortization of Intangible Assets,599M,699M,789M,741M,803M
Deferred Taxes & Investment Tax Credit,-,-,-,-,-
Deferred Taxes,-,-,-,-,-
Investment Tax Credit,-,-,-,-,-
Other Funds,(95M),(3.59B),425M,88M,697M
Funds from Operations,2.47B,2.12B,1.47B,2.22B,2.53B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(2.16B),(282M),42M,(351M),(1.01B)
Receivables,(110M),(130M),335M,(279M),(220M)
Accounts Payable,(631M),111M,88M,408M,(255M)
Other Assets/Liabilities,(1.34B),27M,(316M),(134M),(209M)
Net Operating Cash Flow,310M,1.84B,1.51B,1.87B,1.53B
Net Operating Cash Flow Growth,-,492.26%,-17.86%,24.07%,-18.44%
Net Operating Cash Flow / Sales,3.16%,17.10%,15.21%,15.74%,12.03%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(316M),(461M),(376M),(554M),(588M)
Capital Expenditures Growth,-,-45.89%,18.44%,-47.34%,-6.14%
Capital Expenditures / Sales,-3.22%,-4.29%,-3.79%,-4.66%,-4.64%
Capital Expenditures (Fixed Assets),(316M),(461M),(376M),(554M),(588M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(1.45B),(4.38B),(3M),(2.26B),(1.54B)
Sale of Fixed Assets & Businesses,15M,97M,27M,840M,17M
Purchase/Sale of Investments,(172M),(149M),(146M),361M,46M
Purchase of Investments,(172M),(149M),(146M),-,(24M)
Sale/Maturity of Investments,-,-,-,361M,70M
Other Uses,-,(199M),-,-,-
Other Sources,-,256M,-,-,-
Net Investing Cash Flow,(1.92B),(5.04B),(411M),(1.6B),(2.01B)
Net Investing Cash Flow Growth,-,-162.42%,91.85%,-288.56%,-25.92%
Net Investing Cash Flow / Sales,-19.56%,-46.96%,-4.15%,-13.43%,-15.86%
