Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,862M,1.42B,1.5B,1.64B,2.03B
Net Income Growth,-,65.20%,5.34%,9.07%,24.33%
"Depreciation, Depletion & Amortization",242M,308M,412M,441M,448M
Depreciation and Depletion,142M,191M,175M,211M,244M
Amortization of Intangible Assets,100M,117M,237M,230M,204M
Deferred Taxes & Investment Tax Credit,127M,(112M),(79M),(62M),(80M)
Deferred Taxes,127M,(112M),(79M),(62M),(80M)
Investment Tax Credit,-,-,-,-,-
Other Funds,144M,58M,113M,196M,154M
Funds from Operations,1.38B,1.68B,1.95B,2.21B,2.56B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(29M),112M,(151M),(85M),(343M)
Receivables,(50M),(67M),(69M),74M,(155M)
Accounts Payable,(10M),37M,(10M),147M,(17M)
Other Assets/Liabilities,12M,81M,32M,40M,195M
Net Operating Cash Flow,1.35B,1.79B,1.8B,2.13B,2.21B
Net Operating Cash Flow Growth,-,32.99%,0.28%,18.44%,4.09%
Net Operating Cash Flow / Sales,25.36%,30.73%,28.67%,31.85%,28.46%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(224M),(338M),(460M),(453M),(477M)
Capital Expenditures Growth,-,-50.89%,-36.09%,1.52%,-5.30%
Capital Expenditures / Sales,-4.22%,-5.80%,-7.35%,-6.79%,-6.13%
Capital Expenditures (Fixed Assets),(224M),(338M),(460M),(453M),(477M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(125M),(2.02B),(195M),(113M),(14M)
Sale of Fixed Assets & Businesses,37M,56M,21M,24M,2M
Purchase/Sale of Investments,-,28M,101M,-,(12M)
Purchase of Investments,-,-,-,-,(12M)
Sale/Maturity of Investments,-,28M,101M,-,-
Other Uses,(1M),(7M),(8M),(27M),(1M)
Other Sources,-,-,-,20M,-
Net Investing Cash Flow,(313M),(2.29B),(504M),(569M),(458M)
Net Investing Cash Flow Growth,-,-630.03%,77.94%,-12.90%,19.51%
Net Investing Cash Flow / Sales,-5.90%,-39.23%,-8.05%,-8.52%,-5.89%
