Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,7.77M,90.34M,118.21M,(1.83B),(608.79M)
Net Income Growth,-,"1,062.08%",30.85%,"-1,646.20%",66.69%
"Depreciation, Depletion & Amortization",455.54M,466.62M,524.29M,533M,490.68M
Depreciation and Depletion,149.63M,185.38M,220.46M,245.71M,222.84M
Amortization of Intangible Assets,305.9M,281.24M,303.83M,287.28M,267.84M
Deferred Taxes & Investment Tax Credit,(71.54M),(6.25M),(465K),(37.88M),(9.64M)
Deferred Taxes,(71.54M),(6.25M),(465K),(37.88M),(9.64M)
Investment Tax Credit,-,-,-,-,-
Other Funds,102.25M,124.55M,115.65M,169.83M,134.32M
Funds from Operations,494.02M,675.26M,757.69M,(1.16B),6.58M
Extraordinaries,-,-,-,-,-
Changes in Working Capital,129.51M,266.33M,(287.91M),79.46M,1.77B
Receivables,(133.02M),(135.43M),(159.79M),490.59M,(485.21M)
Accounts Payable,474.3M,323.46M,(45.92M),(1.38B),1.32B
Other Assets/Liabilities,(211.78M),78.3M,(82.2M),968.33M,943.48M
Net Operating Cash Flow,623.52M,941.59M,469.78M,(1.08B),1.78B
Net Operating Cash Flow Growth,-,51.01%,-50.11%,-330.61%,264.35%
Net Operating Cash Flow / Sales,6.44%,8.73%,4.07%,-58.21%,28.41%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(249.41M),(275.46M),(365.83M),(222.61M),(159.83M)
Capital Expenditures Growth,-,-10.44%,-32.80%,39.15%,28.20%
Capital Expenditures / Sales,-2.57%,-2.55%,-3.17%,-11.96%,-2.55%
Capital Expenditures (Fixed Assets),(238.44M),(239.83M),(323.57M),(213.75M),(152.73M)
Capital Expenditures (Other Assets),(10.98M),(35.63M),(42.26M),(8.86M),(7.1M)
Net Assets from Acquisitions,(119.46M),(279.86M),(285.34M),(147.33M),(393.89M)
Sale of Fixed Assets & Businesses,10.67M,4.9M,14.29M,5.42M,22.03M
Purchase/Sale of Investments,(25.17M),(46.5M),(57.28M),7.76M,(20.16M)
Purchase of Investments,(25.17M),(46.5M),(57.28M),(11.24M),(110.59M)
Sale/Maturity of Investments,-,-,-,19M,90.43M
Other Uses,(19.12M),(90.71M),(50.04M),(56.96M),(28.9M)
Other Sources,-,-,-,36K,106K
Net Investing Cash Flow,(388.42M),(651.64M),(726.98M),(324.89M),(554.57M)
Net Investing Cash Flow Growth,-,-67.77%,-11.56%,55.31%,-70.70%
Net Investing Cash Flow / Sales,-4.01%,-6.04%,-6.30%,-17.46%,-8.85%
