Item,2017,2018,2019,2020,2021
Funds from Operations,3.04B,3.04B,3.77B,3.22B,2.69B
Funds from Operations Growth,-,0.10%,23.90%,-14.57%,-16.46%
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(139M),465M,(120M),(506M),(254M)
Net Operating Cash Flow,2.9B,3.51B,3.65B,2.71B,2.44B
Net Operating Cash Flow Growth,-,20.93%,4.05%,-25.62%,-10.24%
Net Operating Cash Flow / Interest Income,64.60%,67.66%,58.35%,48.71%,46.75%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(340M),(216M),(330M),(402M),(690M)
Capital Expenditures (Fixed Assets),(231M),(134M),(304M),(358M),(309M)
Capital Expenditures (Other Assets),(109M),(82M),(26M),(44M),(381M)
Net Assets from Acquisitions,(44M),(43M),1.21B,(4M),(728M)
Sale of Fixed Assets & Businesses,40M,57M,90M,33M,47M
Purchase/Sale of Investments,(765M),(866M),(1.73B),(31.31B),(3.67B)
Purchase of Investments,(15.74B),(16.21B),(14.64B),(36.71B),(12.89B)
Sale/Maturity of Investments,14.97B,15.34B,12.9B,5.4B,9.22B
Increase in Loans,(446M),(4.05B),(2.15B),(2.74B),(3.72B)
Decrease in Loans,563M,305M,259M,157M,1.03B
Other Uses,-,-,-,-,-
Other Sources,-,16M,28M,19M,24M
Net Investing Cash Flow,(992M),(4.79B),(2.62B),(34.25B),(7.7B)
Net Investing Cash Flow Growth,-,-383.06%,45.28%,"-1,206.06%",77.51%
Net Investing Cash Flow / Interest Income,-22.10%,-92.46%,-41.93%,-614.59%,-147.76%
