Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,394.19M,418.01M,591.69M,699.91M,936.5M
Net Income Growth,-,6.04%,41.55%,18.29%,33.80%
"Depreciation, Depletion & Amortization",57M,78.6M,84.9M,101.39M,121.97M
Depreciation and Depletion,50.2M,64.6M,74.4M,92.49M,115.07M
Amortization of Intangible Assets,6.8M,14M,10.5M,8.9M,6.9M
Deferred Taxes & Investment Tax Credit,19.9M,16.72M,23.17M,23.08M,(7.95M)
Deferred Taxes,19.9M,16.72M,23.17M,23.08M,(7.95M)
Investment Tax Credit,-,-,-,-,-
Other Funds,41.76M,29.95M,20.8M,24.53M,36.19M
Funds from Operations,512.85M,543.27M,720.56M,848.91M,1.09B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(20.79M),(8.21M),(73.91M),66.16M,(95.82M)
Receivables,(26.2M),(49.25M),(65.02M),8.78M,(120.77M)
Accounts Payable,4.27M,53.32M,11.13M,41.65M,44.61M
Other Assets/Liabilities,177K,(5.17M),(25.96M),4.27M,(4.1M)
Net Operating Cash Flow,492.06M,535.07M,646.65M,915.07M,990.89M
Net Operating Cash Flow Growth,-,8.74%,20.85%,41.51%,8.29%
Net Operating Cash Flow / Sales,33.98%,29.63%,31.67%,41.49%,36.80%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(172.18M),(287.91M),(373.88M),(591.97M),(463M)
Capital Expenditures Growth,-,-67.22%,-29.86%,-58.33%,21.79%
Capital Expenditures / Sales,-11.89%,-15.94%,-18.31%,-26.84%,-17.20%
Capital Expenditures (Fixed Assets),(172.18M),(287.91M),(373.88M),(591.97M),(463M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(160.81M),(8.79M),(745K),(11.7M),(5M)
Sale of Fixed Assets & Businesses,660K,8.22M,18.36M,2.47M,2.53M
Purchase/Sale of Investments,(3.57M),-,-,-,-
Purchase of Investments,(3.57M),-,-,-,-
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,-,-,-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(335.79M),(288.48M),(356.27M),(601.21M),(465.47M)
Net Investing Cash Flow Growth,-,14.09%,-23.50%,-68.75%,22.58%
Net Investing Cash Flow / Sales,-23.19%,-15.98%,-17.45%,-27.26%,-17.29%
