Item,2017,2018,2019,2020,2021
Funds from Operations,1.31B,2.77B,1.58B,1.91B,2.25B
Funds from Operations Growth,-,111.66%,-42.78%,20.58%,18.12%
Extraordinaries,-,-,-,-,-
Changes in Working Capital,413.8M,(998.1M),1.01B,(11.5M),(898M)
Net Operating Cash Flow,1.72B,1.77B,2.59B,1.9B,1.36B
Net Operating Cash Flow Growth,-,2.74%,46.65%,-26.82%,-28.51%
Net Operating Cash Flow / Interest Income,97.23%,76.14%,103.68%,115.41%,96.41%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(472.8M),(506M),(2.1B),(560.4M),(515.1M)
Capital Expenditures (Fixed Assets),(91.6M),(97.6M),(158M),(135.8M),(95.5M)
Capital Expenditures (Other Assets),(381.2M),(408.4M),(1.94B),(424.6M),(419.6M)
Net Assets from Acquisitions,(188.5M),(104.2M),(10.5M),-,-
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,(1.03B),(4.96B),869.1M,(7.36B),(2.75B)
Purchase of Investments,(21.74B),(34.06B),(26.97B),(51.78B),(68.63B)
Sale/Maturity of Investments,20.71B,29.1B,27.83B,44.41B,65.88B
Increase in Loans,(13.22B),-,(4.3B),(22.16B),(16.72B)
Decrease in Loans,1.45B,10.82B,1.09B,712.6M,2.34B
Other Uses,(592.6M),(923.3M),-,(549.5M),(965.1M)
Other Sources,25.8M,-,1.05B,-,-
Net Investing Cash Flow,(14.02B),4.33B,(3.41B),(29.92B),(18.6B)
Net Investing Cash Flow Growth,-,130.86%,-178.69%,-778.80%,37.83%
Net Investing Cash Flow / Interest Income,-792.45%,186.40%,-136.21%,"-1,820.69%","-1,322.62%"
