Item,2018,2019,2020,2021,2022
Net Income before Extraordinaries,1.36B,1.59B,1.66B,85.38M,1.72B
Net Income Growth,-,16.49%,4.63%,-94.86%,"1,917.51%"
"Depreciation, Depletion & Amortization",313.16M,330.36M,350.89M,364.25M,360.66M
Depreciation and Depletion,313.16M,330.36M,350.89M,364.25M,360.66M
Amortization of Intangible Assets,-,-,-,-,-
Deferred Taxes & Investment Tax Credit,(34.9M),31.78M,32.01M,(27.81M),15.78M
Deferred Taxes,(34.9M),31.78M,32.01M,(27.81M),15.78M
Investment Tax Credit,-,-,-,-,-
Other Funds,81.09M,95.59M,95.44M,341.52M,134.22M
Funds from Operations,1.72B,2.05B,2.14B,763.34M,2.23B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(40.82M),21.5M,32.28M,1.48B,(494.4M)
Receivables,-,-,-,-,-
Accounts Payable,41.32M,110.48M,114.15M,938.84M,135.31M
Other Assets/Liabilities,46.7M,19.73M,35.26M,180.6M,168.16M
Net Operating Cash Flow,1.68B,2.07B,2.17B,2.25B,1.74B
Net Operating Cash Flow Growth,-,22.92%,5.07%,3.43%,-22.58%
Net Operating Cash Flow / Sales,11.89%,13.79%,13.54%,17.92%,9.19%
Item,2018,2019,2020,2021,2022
Capital Expenditures,(371.42M),(413.9M),(555.48M),(405.43M),(557.84M)
Capital Expenditures Growth,-,-11.44%,-34.21%,27.01%,-37.59%
Capital Expenditures / Sales,-2.63%,-2.76%,-3.46%,-3.24%,-2.95%
Capital Expenditures (Fixed Assets),(371.42M),(413.9M),(555.48M),(405.43M),(557.84M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,-,-,-
Sale of Fixed Assets & Businesses,15.98M,-,-,-,-
Purchase/Sale of Investments,2.35M,3.49M,517K,-,-
Purchase of Investments,-,-,-,-,-
Sale/Maturity of Investments,2.35M,3.49M,517K,-,-
Other Uses,-,-,-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(353.09M),(410.41M),(554.97M),(405.43M),(557.84M)
Net Investing Cash Flow Growth,-,-16.23%,-35.22%,26.94%,-37.59%
Net Investing Cash Flow / Sales,-2.50%,-2.74%,-3.46%,-3.24%,-2.95%
