Item,2017,2018,2019,2020,2021
Net Income before Extraordinaries,537.52M,797.2M,878.54M,901.25M,1.24B
Net Income Growth,-,48.31%,10.20%,2.58%,37.22%
"Depreciation, Depletion & Amortization",22.67M,20.17M,20.82M,21.99M,19.46M
Depreciation and Depletion,-,-,-,-,-
Amortization of Intangible Assets,-,-,-,-,-
Deferred Taxes & Investment Tax Credit,61.29M,914K,(4.07M),(17.57M),(234K)
Deferred Taxes,61.29M,914K,(4.07M),(17.57M),(234K)
Investment Tax Credit,-,-,-,-,-
Other Funds,64.33M,(2.8M),52.11M,135.85M,186.08M
Funds from Operations,685.81M,815.48M,947.4M,1.04B,1.44B
Extraordinaries,-,-,-,-,-
Changes in Working Capital,(109.7M),(81.84M),(72.62M),(104.63M),(199.63M)
Receivables,(502K),(1.01M),2.75M,(1.68M),1.96M
Accounts Payable,10.79M,(30.71M),33.93M,168.67M,(19.95M)
Other Assets/Liabilities,34.11M,(43.21M),(15.12M),90.77M,56.65M
Net Operating Cash Flow,576.11M,733.64M,874.78M,936.89M,1.24B
Net Operating Cash Flow Growth,-,27.34%,19.24%,7.10%,32.61%
Net Operating Cash Flow / Sales,9.28%,10.43%,12.05%,12.72%,14.21%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(20.27M),(19.67M),(22.7M),(16.12M),(17.88M)
Capital Expenditures Growth,-,2.98%,-15.43%,28.99%,-10.89%
Capital Expenditures / Sales,-0.33%,-0.28%,-0.31%,-0.22%,-0.20%
Capital Expenditures (Fixed Assets),(20.27M),(19.67M),(22.7M),(16.12M),(17.88M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,-,-,-,-,-
Sale of Fixed Assets & Businesses,847K,1.26M,1.87M,996K,978K
Purchase/Sale of Investments,(3.8M),(284K),(702K),(435K),(1.28M)
Purchase of Investments,(3.8M),(284K),(702K),(435K),(1.28M)
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,-,-,-,-,-
Other Sources,-,-,-,-,-
Net Investing Cash Flow,(23.22M),(18.69M),(21.53M),(15.56M),(18.18M)
Net Investing Cash Flow Growth,-,19.51%,-15.19%,27.74%,-16.85%
Net Investing Cash Flow / Sales,-0.37%,-0.27%,-0.30%,-0.21%,-0.21%
