Item,2017,2018,2019,2020,2021
Funds from Operations,428.5M,621.5M,580.7M,615.4M,710.4M
Funds from Operations Growth,-,45.04%,-6.56%,5.98%,15.44%
Changes in Working Capital,(54.1M),(86.8M),52.1M,843.4M,(113.6M)
Receivables,21.4M,(123.5M),63.8M,(84.6M),22.3M
Inventories,-,-,-,-,-
Accounts Payable,(32.1M),22.3M,(7.8M),113.3M,(67.1M)
Other Assets/Liabilities,800K,(22.1M),(25M),815.8M,(72.7M)
Net Operating Cash Flow,374.4M,534.7M,632.8M,1.46B,596.8M
Net Operating Cash Flow Growth,-,42.82%,18.35%,130.53%,-59.09%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(37.5M),(36.3M),(35.1M),(47.4M),(51M)
Capital Expenditures Growth,-,3.20%,3.31%,-35.04%,-7.59%
Capital Expenditures (Fixed Assets),(37.5M),(36.3M),(35.1M),(47.4M),(51M)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(1.41B),-,-,(351.5M),(151.5M)
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,15.1M,10.7M,(10.8M),(32.1M),(150.8M)
Purchase of Investments,(140M),(168M),(108.8M),(234.6M),(311M)
Sale/Maturity of Investments,155.1M,178.7M,98M,202.5M,160.2M
Other Uses,-,-,-,-,-
Other Sources,-,-,30M,500K,600K
Net Investing Cash Flow,(1.44B),(25.6M),(15.9M),(430.5M),(352.7M)
