Item,2017,2018,2019,2020,2021
Funds from Operations,3.28B,3.76B,3.99B,4.32B,4.72B
Funds from Operations Growth,-,14.78%,5.94%,8.29%,9.31%
Changes in Working Capital,(352.2M),(14M),(233M),(434.5M),102.1M
Receivables,(385.5M),(119.7M),(171M),(497.5M),(657.3M)
Inventories,-,-,-,-,-
Accounts Payable,95.8M,69.3M,(46.8M),(69.2M),33.2M
Other Assets/Liabilities,(71.7M),28M,(47.6M),134M,683.3M
Net Operating Cash Flow,2.93B,3.75B,3.75B,3.88B,4.82B
Net Operating Cash Flow Growth,-,28.12%,0.11%,3.43%,24.18%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(803.6M),(913.2M),(991.3M),(1.03B),(1.38B)
Capital Expenditures Growth,-,-13.64%,-8.55%,-4.08%,-33.44%
Capital Expenditures (Fixed Assets),(803.6M),(913.2M),(991.3M),(1.03B),(1.38B)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(2.01B),(1.9B),(3.45B),(4.66B),(19.48B)
Sale of Fixed Assets & Businesses,264.3M,-,-,-,3.08B
Purchase/Sale of Investments,-,(1.15B),(355.9M),-,(25M)
Purchase of Investments,-,(1.15B),(355.9M),-,(25M)
Sale/Maturity of Investments,-,-,-,-,-
Other Uses,(5M),(52.8M),(64.2M),-,(900K)
Other Sources,14.7M,1.25B,383.5M,46.2M,14.3M
Net Investing Cash Flow,(2.54B),(2.77B),(4.48B),(5.65B),(17.79B)
