Item,2017,2018,2019,2020,2021
Funds from Operations,12.92B,15.42B,17.78B,19.28B,20.82B
Funds from Operations Growth,-,19.37%,15.31%,8.43%,8.00%
Extraordinaries,-,-,-,-,-
Net Operating Cash Flow,13.6B,15.71B,18.46B,22.17B,22.34B
Net Operating Cash Flow Growth,-,15.57%,17.50%,20.10%,0.76%
Item,2017,2018,2019,2020,2021
Capital Expenditures,(2.02B),(2.06B),(2.07B),(2.05B),(2.45B)
Capital Expenditures Growth,-,-1.98%,-0.39%,0.97%,-19.65%
Capital Expenditures (Fixed Assets),(2.02B),(2.06B),(2.07B),(2.05B),(2.45B)
Capital Expenditures (Other Assets),-,-,-,-,-
Net Assets from Acquisitions,(2.13B),(6B),(8.34B),(7.14B),(6.16B)
Sale of Fixed Assets & Businesses,-,-,-,-,-
Purchase/Sale of Investments,(4.32B),(4.1B),(2.5B),(2.84B),(1.84B)
Purchase of Investments,(14.59B),(14.01B),(18.13B),(16.58B),(17.14B)
Sale/Maturity of Investments,10.27B,9.91B,15.63B,13.74B,15.3B
Increase in Loans,-,-,-,-,-
Decrease in Loans,-,-,-,-,-
Other Uses,(126M),(226M),-,(506M),(1.25B)
Other Sources,-,-,219M,-,-
Net Investing Cash Flow,(8.6B),(12.39B),(12.7B),(12.53B),(11.71B)
Net Investing Cash Flow Growth,-,-44.03%,-2.54%,1.32%,6.56%
